block,trial,s1_state,direction,response,rt,pair,
0,0,True,right,left,1.3204500675201416,812810,
0,1,True,left,left,0.7397029399871826,812810,
0,2,True,left,left,0.811959981918335,812810,
0,3,False,left,left,0.7403810024261475,812810,
0,4,True,left,left,1.1912000179290771,812810,
0,5,True,right,right,1.0990548133850098,812810,
0,6,False,right,left,0.6127848625183105,812810,
0,7,True,left,right,1.5183639526367188,812810,
0,8,False,left,right,0.5859260559082031,812810,
0,9,False,left,right,0.7379090785980225,812810,
0,10,True,left,left,0.7612018585205078,812810,
0,11,False,right,right,0.9194509983062744,812810,
0,12,False,left,left,0.5887129306793213,812810,
0,13,False,left,left,0.633026123046875,812810,
0,14,True,right,right,0.9894490242004395,812810,
0,15,False,left,left,0.5737481117248535,812810,
0,16,True,left,left,1.0708839893341064,812810,
0,17,True,right,right,0.726599931716919,812810,
0,18,False,right,left,0.46309494972229004,812810,
0,19,False,right,right,0.6341960430145264,812810,
0,20,False,right,right,0.8045709133148193,812810,
0,21,True,right,right,0.9755971431732178,812810,
0,22,True,left,left,0.8992140293121338,812810,
0,23,True,left,left,0.7415339946746826,812810,
0,24,True,right,right,0.9494118690490723,812810,
0,25,True,right,right,1.1022100448608398,812810,
0,26,True,left,left,0.6547379493713379,812810,
0,27,True,right,right,0.6265029907226562,812810,
0,28,True,right,left,0.8720030784606934,812810,
0,29,True,right,right,1.5918309688568115,812810,
0,30,True,right,left,0.6479649543762207,812810,
0,31,True,right,left,0.7129909992218018,812810,
0,32,False,right,left,0.8730430603027344,812810,
0,33,False,right,right,0.6509361267089844,812810,
0,34,True,left,left,0.5470850467681885,812810,
0,35,True,left,left,0.682905912399292,812810,
0,36,False,left,right,1.1489369869232178,812810,
0,37,False,right,right,0.5950918197631836,812810,
0,38,True,right,right,1.158992052078247,812810,
0,39,True,left,left,0.7160568237304688,812810,
0,40,True,left,left,1.0887999534606934,812810,
0,41,False,left,left,0.5519318580627441,812810,
0,42,False,left,right,1.1521518230438232,812810,
0,43,True,left,left,0.6949639320373535,812810,
0,44,True,right,right,0.5669429302215576,812810,
0,45,False,left,left,0.7805030345916748,812810,
0,46,False,right,right,0.5295760631561279,812810,
0,47,False,left,left,1.4049930572509766,812810,
0,48,True,left,right,1.2047970294952393,812810,
0,49,False,left,right,1.0308539867401123,812810,
0,50,True,right,right,0.870629072189331,812810,
0,51,True,left,left,0.7844259738922119,812810,
0,52,True,left,left,1.1649229526519775,812810,
0,53,True,right,right,0.7095770835876465,812810,
0,54,True,left,left,0.7006220817565918,812810,
0,55,True,right,right,0.6717808246612549,812810,
0,56,True,left,left,0.6759128570556641,812810,
0,57,True,right,left,0.7994811534881592,812810,
0,58,True,right,right,1.582862138748169,812810,
0,59,True,left,left,0.4624969959259033,812810,
0,60,False,left,left,1.114253044128418,812810,
0,61,True,left,left,1.8125460147857666,812810,
0,62,True,right,right,0.6724879741668701,812810,
0,63,False,right,right,0.7943909168243408,812810,
0,64,False,right,right,0.6486399173736572,812810,
0,65,True,right,left,0.6703810691833496,812810,
0,66,True,left,left,0.7880549430847168,812810,
0,67,False,left,left,1.3567709922790527,812810,
0,68,False,right,right,0.9226582050323486,812810,
0,69,False,right,right,0.5783500671386719,812810,
0,70,False,left,left,0.9485669136047363,812810,
0,71,True,left,right,1.2375118732452393,812810,
0,72,True,right,right,0.693422794342041,812810,
0,73,True,left,left,0.6337709426879883,812810,
0,74,False,left,left,1.1043269634246826,812810,
0,75,False,right,right,0.77146315574646,812810,
0,76,True,left,right,0.9910910129547119,812810,
0,77,False,right,right,0.5940489768981934,812810,
0,78,False,right,right,0.7037928104400635,812810,
0,79,False,right,left,0.9781391620635986,812810,
0,80,True,left,left,0.779608964920044,812810,
0,81,True,right,right,0.6137731075286865,812810,
0,82,False,left,left,0.5302901268005371,812810,
0,83,False,right,right,0.5294620990753174,812810,
0,84,False,right,left,0.7433199882507324,812810,
0,85,False,left,left,1.2789039611816406,812810,
0,86,True,left,right,1.1057870388031006,812810,
0,87,False,left,right,0.8833639621734619,812810,
0,88,False,left,left,1.1968629360198975,812810,
0,89,False,right,right,0.879702091217041,812810,
0,90,False,right,left,0.7418651580810547,812810,
0,91,False,left,left,0.7956669330596924,812810,
0,92,False,right,right,0.5841009616851807,812810,
0,93,False,right,left,0.6571619510650635,812810,
0,94,True,right,right,1.0242969989776611,812810,
0,95,False,left,left,0.6348450183868408,812810,
0,96,False,left,left,0.7200698852539062,812810,
0,97,False,right,right,0.7461390495300293,812810,
0,98,False,right,left,0.6077671051025391,812810,
0,99,False,right,right,0.6222400665283203,812810,
1,0,True,left,left,1.3338580131530762,812810,
1,1,True,right,right,0.523979902267456,812810,
1,2,False,left,left,0.7787091732025146,812810,
1,3,True,right,left,0.8499751091003418,812810,
1,4,True,right,right,1.0448248386383057,812810,
1,5,False,left,left,0.6205451488494873,812810,
1,6,True,left,left,0.7763090133666992,812810,
1,7,True,left,left,0.7351248264312744,812810,
1,8,True,left,left,1.0477969646453857,812810,
1,9,False,left,left,0.8172659873962402,812810,
1,10,False,left,right,1.1700780391693115,812810,
1,11,False,right,right,0.6800870895385742,812810,
1,12,True,left,right,0.8039789199829102,812810,
1,13,False,right,right,0.5144391059875488,812810,
1,14,True,left,left,0.6651289463043213,812810,
1,15,False,left,left,0.8220009803771973,812810,
1,16,False,right,right,0.5335450172424316,812810,
1,17,False,right,right,0.49965906143188477,812810,
1,18,False,left,left,1.0576210021972656,812810,
1,19,True,right,right,0.9996771812438965,812810,
1,20,False,left,left,0.7064549922943115,812810,
1,21,True,left,left,0.8102691173553467,812810,
1,22,False,right,right,0.5009851455688477,812810,
1,23,True,right,right,0.8331451416015625,812810,
1,24,False,right,left,0.5377631187438965,812810,
1,25,False,left,left,0.6791648864746094,812810,
1,26,False,right,right,1.039031982421875,812810,
1,27,False,left,left,0.5999200344085693,812810,
1,28,False,left,left,1.0086250305175781,812810,
1,29,False,right,right,0.5428521633148193,812810,
1,30,True,left,right,0.7435660362243652,812810,
1,31,False,left,left,0.5658390522003174,812810,
1,32,True,right,right,0.8056421279907227,812810,
1,33,False,left,right,0.7541630268096924,812810,
1,34,False,left,left,1.0289201736450195,812810,
1,35,False,left,left,0.6835930347442627,812810,
1,36,False,right,right,0.5949890613555908,812810,
1,37,False,left,left,0.550929069519043,812810,
1,38,True,left,right,0.7212541103363037,812810,
1,39,False,right,right,0.4461841583251953,812810,
1,40,True,left,left,0.7982540130615234,812810,
1,41,False,right,right,0.5154519081115723,812810,
1,42,False,left,left,0.4530670642852783,812810,
1,43,False,left,left,0.47292494773864746,812810,
1,44,False,left,left,0.839972972869873,812810,
1,45,True,right,right,0.6656570434570312,812810,
1,46,False,right,right,1.023982048034668,812810,
1,47,True,left,left,0.5780000686645508,812810,
1,48,False,right,right,0.6955740451812744,812810,
1,49,False,left,left,0.7611570358276367,812810,
1,50,False,right,right,0.9293560981750488,812810,
1,51,False,left,left,0.5625309944152832,812810,
1,52,False,right,right,0.4844329357147217,812810,
1,53,True,left,left,0.6876509189605713,812810,
1,54,False,right,right,0.6079831123352051,812810,
1,55,False,left,left,0.7580969333648682,812810,
1,56,False,left,right,0.7006042003631592,812810,
1,57,True,left,left,0.7561111450195312,812810,
1,58,True,right,right,0.5840528011322021,812810,
1,59,True,right,right,1.1056749820709229,812810,
1,60,True,right,left,0.8636291027069092,812810,
1,61,False,right,right,1.5273840427398682,812810,
1,62,False,left,left,1.3903720378875732,812810,
1,63,True,right,right,0.7654669284820557,812810,
1,64,False,left,left,0.7362818717956543,812810,
1,65,False,right,right,0.48549509048461914,812810,
1,66,True,left,left,0.4799950122833252,812810,
1,67,False,right,right,0.5657360553741455,812810,
1,68,False,right,right,1.0295751094818115,812810,
1,69,True,right,right,0.8183801174163818,812810,
1,70,True,right,left,0.5786609649658203,812810,
1,71,True,right,right,0.7479469776153564,812810,
1,72,True,right,right,0.527756929397583,812810,
1,73,True,right,right,1.083035945892334,812810,
1,74,True,left,left,0.7058031558990479,812810,
