block,trial,s1_state,direction,response,rt,pair,
0,0,True,right,right,1.608137845993042,476030,
0,1,False,left,left,1.3257911205291748,476030,
0,2,False,right,right,1.544090986251831,476030,
0,3,False,left,left,1.262631893157959,476030,
0,4,False,left,left,1.2079219818115234,476030,
0,5,True,left,right,1.2980239391326904,476030,
0,6,False,left,left,1.3494818210601807,476030,
0,7,True,right,right,1.0228469371795654,476030,
0,8,True,left,left,0.7659511566162109,476030,
0,9,True,left,left,1.2698371410369873,476030,
0,10,False,right,right,1.0147380828857422,476030,
0,11,False,right,right,0.8568871021270752,476030,
0,12,True,right,left,0.9236099720001221,476030,
0,13,False,left,left,1.039909839630127,476030,
0,14,False,right,right,1.2206270694732666,476030,
0,15,False,left,left,0.8862199783325195,476030,
0,16,True,left,left,0.9981460571289062,476030,
0,17,False,right,right,1.1885790824890137,476030,
0,18,False,left,left,1.1797010898590088,476030,
0,19,False,right,right,1.428009033203125,476030,
0,20,False,right,right,0.7617161273956299,476030,
0,21,False,left,left,1.1477859020233154,476030,
0,22,False,right,right,1.1163110733032227,476030,
0,23,True,right,right,1.094316005706787,476030,
0,24,False,left,left,1.009680986404419,476030,
0,25,True,right,right,0.8417999744415283,476030,
0,26,False,left,left,0.7883889675140381,476030,
0,27,True,right,right,1.1025638580322266,476030,
0,28,True,left,left,0.778548002243042,476030,
0,29,True,left,left,1.5361549854278564,476030,
0,30,False,right,right,0.7782571315765381,476030,
0,31,False,left,left,0.979557991027832,476030,
0,32,False,right,right,0.7802190780639648,476030,
0,33,False,left,left,0.6541111469268799,476030,
0,34,False,right,right,0.7409348487854004,476030,
0,35,False,right,right,0.7120258808135986,476030,
0,36,True,right,left,1.0483529567718506,476030,
0,37,True,left,right,1.0683391094207764,476030,
0,38,True,right,right,1.272519826889038,476030,
0,39,True,right,left,0.854943037033081,476030,
0,40,True,right,right,1.1112511157989502,476030,
0,41,False,left,left,0.7270190715789795,476030,
0,42,False,left,left,0.7660369873046875,476030,
0,43,True,left,left,1.5445189476013184,476030,
0,44,True,right,right,0.7929878234863281,476030,
0,45,True,right,right,1.116858959197998,476030,
0,46,False,right,right,0.8785429000854492,476030,
0,47,False,right,right,0.6403448581695557,476030,
0,48,True,right,right,1.1465320587158203,476030,
0,49,False,right,right,0.88326096534729,476030,
0,50,False,right,right,0.548820972442627,476030,
0,51,True,left,right,0.8989098072052002,476030,
0,52,False,right,right,0.532660961151123,476030,
0,53,True,right,left,1.3835301399230957,476030,
0,54,False,right,right,1.4513041973114014,476030,
0,55,True,left,right,1.6670188903808594,476030,
0,56,False,right,right,1.2523431777954102,476030,
0,57,True,left,left,1.2671329975128174,476030,
0,58,False,left,left,0.729119062423706,476030,
0,59,True,left,right,1.3011419773101807,476030,
0,60,False,left,left,0.6708149909973145,476030,
0,61,False,left,left,1.1189239025115967,476030,
0,62,False,right,right,0.7681691646575928,476030,
0,63,False,right,right,0.7500360012054443,476030,
0,64,True,left,left,1.2829439640045166,476030,
0,65,True,right,left,1.2858009338378906,476030,
0,66,False,right,right,1.1686251163482666,476030,
0,67,True,left,left,1.7431371212005615,476030,
0,68,False,left,left,1.470229148864746,476030,
0,69,False,left,left,0.9049510955810547,476030,
0,70,True,left,right,1.32778000831604,476030,
0,71,False,left,left,0.846289873123169,476030,
0,72,False,left,left,0.728018045425415,476030,
0,73,True,right,right,1.2492561340332031,476030,
0,74,True,right,right,1.1028850078582764,476030,
0,75,True,left,left,1.3919219970703125,476030,
0,76,True,left,left,1.0184149742126465,476030,
0,77,False,right,right,1.1240301132202148,476030,
0,78,False,left,left,0.6788170337677002,476030,
0,79,False,right,right,1.0653791427612305,476030,
0,80,True,right,right,1.1182670593261719,476030,
0,81,True,right,right,0.8612051010131836,476030,
0,82,False,left,left,0.5770130157470703,476030,
0,83,True,left,right,1.397731065750122,476030,
0,84,False,right,right,1.1816129684448242,476030,
0,85,False,right,right,1.219985008239746,476030,
0,86,True,left,left,1.2292358875274658,476030,
0,87,False,right,right,1.2791359424591064,476030,
0,88,False,left,left,1.3100519180297852,476030,
0,89,True,left,left,1.379133939743042,476030,
0,90,True,right,left,1.461345911026001,476030,
0,91,False,left,left,0.9024858474731445,476030,
0,92,True,left,left,0.8234319686889648,476030,
0,93,True,left,left,0.7493038177490234,476030,
0,94,False,left,left,0.8747820854187012,476030,
0,95,False,right,right,1.264068841934204,476030,
0,96,False,right,right,1.260483980178833,476030,
0,97,False,right,right,1.088003158569336,476030,
0,98,False,left,left,0.6529169082641602,476030,
0,99,True,left,left,0.856564998626709,476030,
1,0,True,left,right,1.6774730682373047,476030,
1,1,False,left,left,1.0413219928741455,476030,
1,2,True,left,right,0.5252690315246582,476030,
1,3,False,right,right,0.7955279350280762,476030,
1,4,True,right,right,0.683089017868042,476030,
1,5,True,right,left,1.500540018081665,476030,
1,6,True,left,left,0.6958479881286621,476030,
1,7,False,right,right,0.9766349792480469,476030,
1,8,False,left,left,0.7024331092834473,476030,
1,9,False,right,right,0.7884409427642822,476030,
1,10,True,left,left,0.8667111396789551,476030,
1,11,False,right,right,1.2451610565185547,476030,
1,12,True,right,left,1.1510140895843506,476030,
1,13,True,right,right,2.841325044631958,476030,
1,14,False,left,left,0.6968979835510254,476030,
1,15,False,left,left,0.6231908798217773,476030,
1,16,False,left,left,1.0649149417877197,476030,
1,17,True,left,right,1.5229179859161377,476030,
1,18,False,left,left,1.37154221534729,476030,
1,19,True,left,left,0.8930058479309082,476030,
1,20,True,right,left,0.8586580753326416,476030,
1,21,False,left,left,1.062211036682129,476030,
1,22,False,right,right,0.8201489448547363,476030,
1,23,False,right,right,0.8861978054046631,476030,
1,24,True,right,right,1.2347300052642822,476030,
1,25,False,right,right,0.9209270477294922,476030,
1,26,False,right,right,0.6395120620727539,476030,
1,27,True,right,right,2.2869808673858643,476030,
1,28,False,right,right,1.2004270553588867,476030,
1,29,True,left,left,1.0483620166778564,476030,
1,30,True,left,left,1.3248200416564941,476030,
1,31,False,right,right,0.6590070724487305,476030,
1,32,False,left,left,0.7953059673309326,476030,
1,33,False,right,right,1.0659699440002441,476030,
1,34,True,right,left,1.295362949371338,476030,
1,35,True,left,left,1.1982781887054443,476030,
1,36,True,right,right,2.505197048187256,476030,
1,37,False,left,left,0.7290740013122559,476030,
1,38,False,right,right,0.6824991703033447,476030,
1,39,True,right,left,0.9753899574279785,476030,
1,40,True,right,right,0.8545689582824707,476030,
1,41,False,right,right,1.2244150638580322,476030,
1,42,False,left,left,0.8465349674224854,476030,
1,43,False,right,right,1.1601061820983887,476030,
1,44,False,left,left,0.6459560394287109,476030,
1,45,True,left,left,0.9075648784637451,476030,
1,46,True,right,left,0.9207220077514648,476030,
1,47,True,left,left,0.9363389015197754,476030,
1,48,True,left,left,0.8848350048065186,476030,
1,49,False,right,right,1.5132970809936523,476030,
1,50,True,right,left,1.4498569965362549,476030,
1,51,False,right,left,1.170957088470459,476030,
1,52,False,right,right,1.165405035018921,476030,
1,53,True,left,left,1.011000156402588,476030,
1,54,True,left,left,0.8793590068817139,476030,
1,55,False,left,left,0.8023200035095215,476030,
1,56,False,right,right,0.7233579158782959,476030,
1,57,True,right,left,0.9844040870666504,476030,
1,58,True,left,left,0.9369909763336182,476030,
1,59,True,left,left,0.9679770469665527,476030,
1,60,True,right,left,0.9216728210449219,476030,
1,61,True,left,left,1.2805559635162354,476030,
1,62,False,left,left,0.8340098857879639,476030,
1,63,False,right,right,0.7233281135559082,476030,
1,64,False,left,left,0.5676219463348389,476030,
1,65,False,left,left,0.6304628849029541,476030,
1,66,False,right,right,1.1012680530548096,476030,
1,67,True,left,right,1.3094370365142822,476030,
1,68,True,right,left,1.8614881038665771,476030,
1,69,True,left,right,1.5858259201049805,476030,
1,70,False,left,left,0.7216858863830566,476030,
1,71,False,right,right,1.3238468170166016,476030,
1,72,True,left,left,1.0295889377593994,476030,
1,73,True,left,left,0.9640920162200928,476030,
1,74,False,right,right,0.8206579685211182,476030,
1,75,True,left,left,1.1550168991088867,476030,
1,76,False,left,left,0.8023021221160889,476030,
1,77,True,left,left,1.0136089324951172,476030,
1,78,False,right,right,0.9308199882507324,476030,
1,79,True,left,left,1.0308051109313965,476030,
1,80,True,left,left,0.7365131378173828,476030,
1,81,False,right,right,1.3834631443023682,476030,
1,82,True,right,left,1.3177828788757324,476030,
1,83,True,right,right,1.0841009616851807,476030,
1,84,True,left,left,0.9354920387268066,476030,
1,85,False,right,right,0.8983371257781982,476030,
1,86,False,right,right,0.8172597885131836,476030,
1,87,False,right,left,1.277284860610962,476030,
1,88,False,right,right,1.4332139492034912,476030,
1,89,True,left,left,0.6960749626159668,476030,
1,90,False,left,left,0.7611410617828369,476030,
1,91,True,left,left,0.827430009841919,476030,
1,92,False,left,left,0.5563168525695801,476030,
1,93,True,right,left,0.636970043182373,476030,
1,94,False,left,left,0.5698559284210205,476030,
1,95,False,right,right,1.2120189666748047,476030,
1,96,False,right,left,1.4274559020996094,476030,
1,97,False,right,left,1.408419132232666,476030,
