block,trial,s1_state,direction,response,rt,pair,
0,0,False,right,right,1.4903030395507812,189189,
0,1,False,left,right,1.678100824356079,189189,
0,2,False,left,right,0.6271319389343262,189189,
0,3,True,left,left,1.1006050109863281,189189,
0,4,False,left,left,1.3671400547027588,189189,
0,5,False,right,right,1.070842981338501,189189,
0,6,False,right,right,1.239354133605957,189189,
0,7,True,left,left,1.125791072845459,189189,
0,8,False,right,right,2.1003739833831787,189189,
0,9,True,left,left,1.5704669952392578,189189,
0,10,False,right,right,0.647799015045166,189189,
0,11,True,left,left,1.1057450771331787,189189,
0,12,False,left,right,1.795644998550415,189189,
0,13,True,right,right,1.1073789596557617,189189,
0,14,False,left,right,0.8581140041351318,189189,
0,15,True,right,right,1.2854008674621582,189189,
0,16,True,right,right,0.9887700080871582,189189,
0,17,False,left,right,1.3777921199798584,189189,
0,18,False,right,right,1.7610068321228027,189189,
0,19,False,right,right,0.9481110572814941,189189,
0,20,False,left,right,1.156662940979004,189189,
0,21,False,right,right,1.4400811195373535,189189,
0,22,False,left,left,1.3266208171844482,189189,
0,23,False,right,right,0.9110510349273682,189189,
0,24,True,right,right,1.2994568347930908,189189,
0,25,False,left,right,0.4184558391571045,189189,
0,26,False,right,right,0.8864309787750244,189189,
0,27,True,left,right,1.3237860202789307,189189,
0,28,False,right,right,0.8390688896179199,189189,
0,29,True,right,right,1.7109429836273193,189189,
0,30,False,right,right,0.6532340049743652,189189,
0,31,True,left,left,0.9655249118804932,189189,
0,32,False,left,right,0.4357590675354004,189189,
0,33,False,left,left,0.568260908126831,189189,
0,34,False,right,right,0.5991151332855225,189189,
0,35,False,right,right,0.8152120113372803,189189,
0,36,True,left,left,0.9722878932952881,189189,
0,37,True,left,left,0.6747369766235352,189189,
0,38,False,left,right,1.2249188423156738,189189,
0,39,True,right,right,0.8772151470184326,189189,
0,40,False,left,left,1.1215651035308838,189189,
0,41,False,left,right,1.1923599243164062,189189,
0,42,False,left,left,0.8892958164215088,189189,
0,43,True,left,left,1.1809020042419434,189189,
0,44,False,left,right,1.2000679969787598,189189,
0,45,False,left,left,1.1959400177001953,189189,
0,46,False,left,left,1.1229209899902344,189189,
0,47,False,left,left,0.8644180297851562,189189,
0,48,False,right,left,0.7671029567718506,189189,
0,49,False,right,left,0.8605849742889404,189189,
0,50,False,left,left,0.7311909198760986,189189,
0,51,True,left,left,1.6063051223754883,189189,
0,52,True,left,left,0.9369878768920898,189189,
0,53,False,left,left,0.7166898250579834,189189,
0,54,False,left,left,0.643164873123169,189189,
0,55,False,left,left,0.5350360870361328,189189,
0,56,False,right,left,0.5327939987182617,189189,
0,57,False,right,left,0.5233268737792969,189189,
0,58,False,left,left,0.5695819854736328,189189,
0,59,True,left,right,1.0410289764404297,189189,
0,60,False,right,left,0.6091709136962891,189189,
0,61,False,left,left,0.8099558353424072,189189,
0,62,False,left,left,0.6623580455780029,189189,
0,63,False,left,right,1.1240558624267578,189189,
0,64,False,right,left,0.7210221290588379,189189,
0,65,False,left,right,1.0947799682617188,189189,
0,66,True,right,right,1.3804750442504883,189189,
0,67,False,left,left,0.708143949508667,189189,
0,68,False,right,right,1.1974101066589355,189189,
0,69,True,right,right,0.8760759830474854,189189,
0,70,False,left,left,0.6818010807037354,189189,
0,71,True,right,right,0.9332849979400635,189189,
0,72,False,left,left,1.5321030616760254,189189,
0,73,False,right,right,1.0104000568389893,189189,
0,74,False,right,left,1.6080689430236816,189189,
0,75,False,right,right,0.8258421421051025,189189,
0,76,False,right,right,0.8663320541381836,189189,
0,77,True,right,right,1.1832330226898193,189189,
0,78,True,left,left,1.110826015472412,189189,
0,79,False,left,left,1.1089069843292236,189189,
0,80,True,right,right,1.0494229793548584,189189,
0,81,True,left,left,1.0734190940856934,189189,
0,82,False,right,right,0.9766840934753418,189189,
0,83,True,right,left,0.6352791786193848,189189,
0,84,True,right,right,0.7276430130004883,189189,
0,85,True,left,left,1.0761640071868896,189189,
0,86,True,left,left,0.5787060260772705,189189,
0,87,True,right,right,0.7574160099029541,189189,
0,88,True,right,right,0.6693539619445801,189189,
0,89,False,left,left,1.136441946029663,189189,
0,90,True,right,right,0.82623291015625,189189,
0,91,False,right,left,0.8142049312591553,189189,
