block,trial,s1_state,direction,response,rt,pair
2,78,True,right,left,1.0532400608,719882
2,79,True,right,right,0.7718930244,719882
2,80,True,right,right,0.9257237911,719882
2,81,False,right,left,1.3528599739,719882
2,82,True,right,right,0.799669981,719882
2,83,True,left,right,1.1727969646,719882
2,84,False,left,left,0.9550089836,719882
2,85,False,right,right,0.7413330078,719882
2,86,True,left,left,0.8896529675,719882
2,87,False,left,left,0.6297278404,719882
2,88,False,left,left,0.8312940598,719882
2,89,False,right,right,0.5932569504,719882
2,90,False,right,right,0.6702098846,719882
2,91,True,right,left,1.2257790565,719882
2,92,False,left,left,0.9597020149,719882
2,93,True,right,right,1.0141689777,719882
2,94,True,left,left,1.5627930164,719882
2,95,False,right,right,0.6880249977,719882
2,96,True,left,left,0.8102459908,719882
2,97,False,right,left,1.0182509422,719882
2,98,False,right,right,0.827819109,719882
2,99,True,right,left,1.0647959709,719882
3,0,False,left,right,1.8333499432,719882
3,1,True,left,right,1.2656841278,719882
3,2,True,left,left,1.0595920086,719882
3,3,True,left,right,0.7363488674,719882
3,4,True,left,left,0.997081995,719882
3,5,False,left,right,0.980191946,719882
3,6,False,left,left,0.9779670238,719882
3,7,False,left,left,0.7741119862,719882
3,8,True,right,right,0.6487760544,719882
3,9,True,right,right,0.8041539192,719882
3,10,False,right,right,0.9009819031,719882
3,11,False,left,left,0.8141422272,719882
3,12,False,left,left,0.8995521069,719882
3,13,True,left,left,0.9918529987,719882
3,14,False,left,left,1.3494369984,719882
3,15,False,right,right,0.5923919678,719882
3,16,True,left,left,1.0838549137,719882
3,17,False,left,right,0.9948348999,719882
3,18,True,right,right,0.9118621349,719882
3,19,False,left,left,0.7756271362,719882
3,20,True,right,right,0.9365589619,719882
3,21,False,right,right,0.8200399876,719882
3,22,False,left,left,1.1284418106,719882
3,23,False,left,right,1.4395799637,719882
3,24,True,left,left,1.0785751343,719882
3,25,True,left,left,1.2269039154,719882
3,26,True,left,left,1.3247931004,719882
3,27,False,left,right,0.8473789692,719882
3,28,False,right,right,0.7941081524,719882
3,29,True,right,right,0.7868139744,719882
3,30,False,right,right,1.2286469936,719882
3,31,False,right,right,0.797814846,719882
3,32,True,right,right,0.9551529884,719882
3,33,False,left,left,0.757488966,719882
3,34,True,left,left,1.1687781811,719882
3,35,True,right,right,0.9052419662,719882
3,36,True,right,right,0.9450831413,719882
3,37,True,left,left,1.088545084,719882
3,38,False,left,left,0.701679945,719882
3,39,True,right,right,0.7283160686,719882
3,40,True,right,right,0.740170002,719882
3,41,True,right,left,1.3408238888,719882
3,42,True,right,right,0.7390301228,719882
3,43,True,right,right,0.8111820221,719882
3,44,False,right,right,0.7687649727,719882
3,45,False,right,right,0.5844480991,719882
3,46,True,right,right,0.831195116,719882
3,47,False,right,right,0.6690280437,719882
3,48,False,left,left,0.9445860386,719882
3,49,False,left,right,0.7040729523,719882
3,50,True,left,left,0.9860289097,719882
3,51,False,right,right,0.8998739719,719882
3,52,False,left,left,0.8409738541,719882
3,53,True,left,left,1.0155308247,719882
3,54,True,left,left,1.2273440361,719882
3,55,False,left,left,0.9709498882,719882
3,56,True,right,right,1.0003550053,719882
3,57,True,right,right,0.9492928982,719882
3,58,True,left,left,0.9688978195,719882
3,59,False,right,right,0.7492818832,719882
3,60,True,left,left,1.1929960251,719882
3,61,True,left,right,0.8718650341,719882
3,62,True,right,right,0.9112920761,719882
3,63,True,right,right,0.9389328957,719882
3,64,False,right,right,0.8451609612,719882
3,65,True,right,right,1.2205638885,719882
3,66,True,left,left,0.9319210052,719882
3,67,True,right,right,0.9987180233,719882
3,68,False,right,right,0.7809808254,719882
3,69,False,left,left,1.0383419991,719882
3,70,False,right,right,0.945109129,719882
3,71,False,left,left,1.242898941,719882
3,72,False,right,right,0.6136410236,719882
3,73,False,right,right,0.719727993,719882
3,74,True,left,left,1.1189661026,719882
3,75,False,right,right,0.7742700577,719882
3,76,False,left,right,1.0532519817,719882
3,77,False,left,left,0.7516300678,719882
3,78,True,left,left,1.1168351173,719882
3,79,True,right,right,0.7119150162,719882
3,80,False,left,right,0.9978320599,719882
3,81,True,left,left,1.2347528934,719882
3,82,True,right,right,0.8191699982,719882
3,83,False,right,right,0.7926878929,719882
3,84,True,left,left,0.9477500916,719882
3,85,False,left,left,0.6302001476,719882
3,86,False,right,right,0.8270797729,719882
3,87,True,right,right,1.0788669586,719882
3,88,False,left,left,1.1307508945,719882
3,89,False,right,right,0.8039519787,719882
3,90,True,right,right,1.3093421459,719882
3,91,False,left,left,0.8795449734,719882
3,92,False,left,left,0.8245859146,719882
3,93,False,right,right,0.6500821114,719882
3,94,True,right,right,1.2584369183,719882
3,95,True,right,right,1.0696210861,719882
3,96,False,right,right,0.8165729046,719882
3,97,True,left,left,0.9211652279,719882
3,98,True,right,right,0.6983270645,719882
3,99,True,right,right,0.8800160885,719882
4,0,True,left,left,0.9796581268,719882
4,1,True,right,right,0.9914360046,719882
4,2,True,right,right,0.7949109077,719882
4,3,True,right,right,0.8064899445,719882
4,4,False,left,left,0.8480918407,719882
4,5,True,left,right,1.1905782223,719882
4,6,False,right,right,0.8117508888,719882
4,7,True,left,left,1.1886069775,719882
4,8,True,left,left,1.3668198586,719882
4,9,False,right,right,0.8008549213,719882
4,10,False,left,left,0.8031079769,719882
4,11,True,right,right,0.7402248383,719882
4,12,True,left,right,1.0144591331,719882
4,13,False,left,left,1.1407620907,719882
4,14,False,right,right,0.9221990108,719882
4,15,False,right,right,0.7209739685,719882
4,16,True,right,right,1.0003480911,719882
4,17,True,right,right,0.9815070629,719882
4,18,False,left,right,1.1936662197,719882
4,19,True,left,left,1.4331681728,719882
4,20,True,left,left,1.6954500675,719882
4,21,True,left,left,1.0285730362,719882
4,22,True,left,right,1.1002080441,719882
4,23,True,right,right,0.9242079258,719882
4,24,True,right,right,0.6978619099,719882
4,25,True,left,right,1.071228981,719882
4,26,True,left,left,0.9067099094,719882
4,27,True,right,right,0.7462308407,719882
4,28,True,right,right,0.8074650764,719882
4,29,True,left,right,1.2033529282,719882
4,30,False,left,left,0.8316059113,719882
4,31,True,right,right,0.8520188332,719882
4,32,True,right,left,1.3768618107,719882
4,33,True,right,right,0.7757489681,719882
4,34,False,left,left,0.8004469872,719882
4,35,False,right,right,0.7987160683,719882
4,36,True,right,right,0.9102950096,719882
4,37,False,right,right,0.8006238937,719882
4,38,False,right,right,0.81123209,719882
4,39,True,right,right,0.9924390316,719882
4,40,True,left,left,1.4853899479,719882
4,41,True,right,right,0.9677689075,719882
4,42,False,left,left,0.8813819885,719882
4,43,False,left,left,1.141217947,719882
4,44,False,left,left,1.3771879673,719882
4,45,False,right,right,0.8529129028,719882
4,46,True,right,right,0.9215037823,719882
4,47,True,right,right,1.1681861877,719882
4,48,False,left,left,0.8208298683,719882
4,49,False,left,left,0.9821019173,719882
4,50,False,right,right,0.8887760639,719882
4,51,False,right,right,0.6788671017,719882
4,52,True,left,left,1.1950919628,719882
4,53,True,right,right,0.6857180595,719882
4,54,True,left,left,0.9600720406,719882
4,55,True,right,right,1.0442681313,719882
4,56,False,right,right,0.729129076,719882
4,57,False,left,left,1.1729969978,719882
4,58,True,right,right,0.8447768688,719882
4,59,True,right,right,0.9543139935,719882
4,60,True,left,left,1.0149030685,719882
4,61,True,left,left,1.6779830456,719882
4,62,True,left,right,0.8703558445,719882
4,63,True,left,left,1.0254378319,719882
4,64,True,right,right,0.862651825,719882
4,65,True,right,right,0.7246990204,719882
4,66,False,left,left,0.721765995,719882
4,67,True,right,right,0.782638073,719882
4,68,True,right,right,0.813354969,719882
4,69,False,right,right,0.7414529324,719882
4,70,False,right,right,0.6526219845,719882
4,71,False,left,left,0.6566848755,719882
4,72,True,right,right,0.7891089916,719882
4,73,False,left,left,0.7632408142,719882
4,74,False,right,right,0.706510067,719882
4,75,False,right,right,0.7387630939,719882
4,76,True,right,left,0.9846510887,719882
4,77,False,left,left,0.7238612175,719882
4,78,True,left,left,1.1265070438,719882
4,79,False,left,left,1.220334053,719882
4,80,False,left,left,1.3236677647,719882
4,81,True,left,right,0.9986059666,719882
4,82,False,left,left,0.9580740929,719882
4,83,True,right,right,0.9718489647,719882
4,84,False,left,left,0.8880858421,719882
4,85,True,right,right,0.8512508869,719882
4,86,False,left,left,0.8826849461,719882
4,87,True,left,left,1.029916048,719882
4,88,True,left,left,1.0956149101,719882
4,89,True,right,right,0.8081560135,719882
4,90,True,right,right,0.9604160786,719882
4,91,False,left,left,0.9113512039,719882
4,92,False,left,left,0.9394807816,719882
4,93,True,right,right,1.0071001053,719882
4,94,True,left,left,1.1795461178,719882
4,95,True,left,right,1.1004440784,719882
4,96,False,left,left,0.8718008995,719882
4,97,True,right,right,0.8235049248,719882
4,98,True,right,right,0.9877178669,719882
4,99,False,left,left,0.7726309299,719882
5,0,False,right,right,1.1865100861,719882
5,1,True,left,right,1.2768559456,719882
5,2,False,right,right,0.8765459061,719882
5,3,True,right,right,1.2927441597,719882
5,4,True,right,right,1.0725131035,719882
5,5,True,left,left,0.7959060669,719882
5,6,False,right,right,0.7250339985,719882
5,7,False,left,left,1.498593092,719882
5,8,False,right,right,0.8389940262,719882
5,9,False,left,left,1.0624759197,719882
5,10,False,left,left,0.7285830975,719882
5,11,False,right,right,0.66456604,719882
5,12,False,left,right,0.9839441776,719882
5,13,True,right,right,1.054363966,719882
5,14,False,right,right,1.0141708851,719882
5,15,False,left,left,0.7519462109,719882
5,16,True,left,right,1.0824840069,719882
5,17,True,right,right,1.2019751072,719882
5,18,True,right,left,1.1343290806,719882
5,19,False,right,left,0.8914349079,719882
5,20,True,right,right,0.9761059284,719882
5,21,True,right,right,1.1482980251,719882
5,22,True,left,left,1.0166490078,719882
5,23,True,right,right,0.9501349926,719882
5,24,True,right,right,0.9397361279,719882
5,25,True,left,left,0.8675689697,719882
5,26,False,right,left,1.0645289421,719882
5,27,True,right,right,0.8708930016,719882
5,28,True,left,right,1.0736532211,719882
5,29,True,left,right,1.03064394,719882
5,30,False,right,right,0.7160129547,719882
5,31,True,left,left,0.8326590061,719882
5,32,True,left,right,1.1642849445,719882
5,33,True,left,right,0.9700419903,719882
5,34,True,right,right,0.8148291111,719882
5,35,True,right,right,1.1474819183,719882
5,36,False,left,left,1.059360981,719882
5,37,False,right,right,0.7505459785,719882
5,38,True,left,left,1.2963619232,719882
5,39,False,right,right,0.8106930256,719882
5,40,True,left,left,1.1254210472,719882
5,41,False,left,left,0.9624772072,719882
5,42,False,right,right,0.6957099438,719882
5,43,False,left,left,0.6979029179,719882
5,44,False,left,right,0.8442339897,719882
5,45,True,left,left,1.0534999371,719882
5,46,False,left,right,0.9926450253,719882
5,47,True,right,right,1.0553069115,719882
5,48,True,right,right,0.9503359795,719882
5,49,True,right,left,1.476375103,719882
5,50,False,right,right,0.8617749214,719882
5,51,True,left,right,1.5665609837,719882
5,52,True,left,left,1.0911941528,719882
5,53,True,left,left,0.9935839176,719882
5,54,True,right,right,0.8540561199,719882
5,55,True,right,right,1.029872179,719882
5,56,True,left,left,0.862528801,719882
5,57,False,right,right,0.8718090057,719882
5,58,True,left,left,0.9909350872,719882
5,59,False,left,right,0.8559861183,719882
5,60,False,left,left,1.056137085,719882
5,61,True,right,right,1.0431761742,719882
5,62,True,right,right,0.8234100342,719882
5,63,False,right,right,0.7754118443,719882
5,64,False,left,left,1.0867490768,719882
5,65,True,left,right,1.1518540382,719882
5,66,True,right,right,0.853623867,719882
5,67,False,right,left,1.0715069771,719882
5,68,False,right,right,0.6491761208,719882
5,69,False,left,left,0.8304889202,719882
5,70,True,right,right,0.7501399517,719882
5,71,True,right,right,0.8995389938,719882
5,72,False,right,right,0.7199218273,719882
5,73,True,right,right,1.0310428143,719882
5,74,True,left,left,0.8866119385,719882
5,75,True,left,left,0.9566349983,719882
5,76,True,right,right,0.7354180813,719882
5,77,True,left,left,0.8347961903,719882
5,78,True,right,right,0.920953989,719882
5,79,False,left,left,0.7993137836,719882
5,80,True,left,right,0.9930770397,719882
5,81,True,left,left,0.8386068344,719882
5,82,False,right,right,0.6472628117,719882
5,83,False,right,right,1.0014140606,719882
5,84,True,left,left,1.0219421387,719882
5,85,False,left,right,1.1740739346,719882
5,86,True,left,left,1.2578060627,719882
5,87,False,left,right,1.0848898888,719882
5,88,True,left,right,1.1963591576,719882
5,89,True,left,left,1.3699548244,719882
5,90,False,right,right,0.6572389603,719882
5,91,True,right,right,1.156867981,719882
5,92,False,right,right,0.8377239704,719882
5,93,False,left,right,0.8703789711,719882
5,94,False,right,right,0.9783461094,719882
5,95,False,left,right,1.1032149792,719882
5,96,True,left,left,1.0817711353,719882
5,97,False,left,left,1.0422577858,719882
5,98,False,left,left,1.0034430027,719882
5,99,True,right,right,0.8629128933,719882
6,0,False,right,right,1.4227659702,719882
6,1,False,left,left,1.0077729225,719882
6,2,False,left,right,0.7072041035,719882
6,3,False,right,right,0.7051270008,719882
6,4,True,left,left,0.7903478146,719882
6,5,True,left,right,0.8551409245,719882
6,6,False,right,right,0.7746169567,719882
6,7,False,left,right,1.2739140987,719882
6,8,False,right,right,0.9077179432,719882
6,9,True,left,left,0.8799989223,719882
6,10,False,left,right,0.831619978,719882
6,11,False,left,left,0.8838188648,719882
6,12,True,left,right,1.3587510586,719882
6,13,True,left,left,1.2015900612,719882
6,14,True,right,right,0.7606780529,719882
6,15,False,right,right,0.7273612022,719882
6,16,True,left,left,0.8775210381,719882
6,17,False,left,right,1.2161560059,719882
6,18,True,left,right,1.0021541119,719882
6,19,True,left,right,1.3220369816,719882
6,20,True,left,right,1.1179349422,719882
6,21,True,right,right,0.9441199303,719882
6,22,False,right,right,1.0376448631,719882
6,23,False,right,right,0.9496719837,719882
6,24,True,right,left,1.0574350357,719882
6,25,True,left,right,1.4379169941,719882
6,26,False,left,left,0.9361169338,719882
6,27,False,right,right,0.7903738022,719882
6,28,True,right,right,0.7671120167,719882
6,29,True,right,right,0.9253251553,719882
6,30,False,left,left,0.7609570026,719882
6,31,False,right,right,0.6123929024,719882
6,32,False,right,right,0.7905781269,719882
6,33,False,right,right,1.0985579491,719882
6,34,False,right,right,0.8014938831,719882
6,35,False,right,right,0.7108018398,719882
6,36,False,left,right,0.7153189182,719882
6,37,False,right,right,0.7348639965,719882
6,38,True,right,right,0.9646668434,719882
6,39,True,left,left,0.9976370335,719882
6,40,False,right,right,0.7946710587,719882
6,41,False,left,right,0.9432590008,719882
6,42,False,left,left,0.7827978134,719882
6,43,False,left,right,0.6078457832,719882
6,44,False,left,left,0.891422987,719882
6,45,False,left,right,0.8604550362,719882
6,46,True,left,left,1.1795167923,719882
6,47,True,right,right,0.7737839222,719882
6,48,True,right,right,1.0136520863,719882
6,49,False,left,left,0.9800050259,719882
6,50,False,left,right,0.975992918,719882
6,51,True,left,left,1.0644228458,719882
6,52,False,right,right,0.6906630993,719882
6,53,False,left,right,0.7504301071,719882
6,54,False,right,right,1.1622757912,719882
6,55,False,left,right,0.9328949451,719882
6,56,True,right,right,1.0879080296,719882
6,57,True,left,left,0.9268200397,719882
6,58,True,left,left,1.1857841015,719882
6,59,False,left,left,0.9084429741,719882
6,60,True,right,right,0.8717360497,719882
6,61,True,right,right,1.1083381176,719882
6,62,False,right,right,0.7112510204,719882
6,63,False,left,left,0.6846411228,719882
6,64,True,right,right,1.096832037,719882
6,65,False,left,left,0.7261199951,719882
6,66,False,right,right,0.6135618687,719882
6,67,True,left,left,1.1594028473,719882
6,68,True,right,right,0.8984630108,719882
6,69,True,left,left,1.1187860966,719882
6,70,False,right,right,0.6578710079,719882
6,71,True,left,left,1.3207669258,719882
6,72,True,left,left,1.4581670761,719882
6,73,True,right,right,1.1416628361,719882
6,74,True,right,right,0.8647019863,719882
6,75,False,left,left,0.8975000381,719882
6,76,False,right,right,0.8268539906,719882
6,77,True,right,right,0.7556231022,719882
6,78,False,right,right,0.8111290932,719882
6,79,False,left,left,0.9357349873,719882
6,80,False,left,left,0.9548530579,719882
6,81,False,right,right,0.6700878143,719882
6,82,False,left,left,0.8572399616,719882
6,83,False,right,right,0.7208731174,719882
6,84,True,right,right,0.8530919552,719882
6,85,False,left,left,1.043448925,719882
6,86,True,right,right,0.8437099457,719882
6,87,False,left,left,1.1424689293,719882
6,88,True,left,left,1.1286489964,719882
6,89,True,right,right,0.9910750389,719882
6,90,True,right,right,1.1407439709,719882
6,91,False,right,left,1.1413681507,719882
6,92,True,right,right,0.9360671043,719882
6,93,True,left,left,0.917375803,719882
6,94,False,right,right,0.5895588398,719882
6,95,True,right,right,1.0733120441,719882
6,96,False,left,left,0.8135809898,719882
6,97,True,left,left,1.0822579861,719882
6,98,False,right,right,1.0354268551,719882
6,99,False,right,right,0.9220590591,719882
7,0,True,right,right,1.1735138893,719882
