block,trial,s1_state,direction,response,rt,pair,
0,0,False,left,left,0.9366388320922852,178178,
0,1,True,right,right,1.3816840648651123,178178,
0,2,False,left,left,0.6317780017852783,178178,
0,3,True,right,right,0.8202078342437744,178178,
0,4,True,right,right,0.6281328201293945,178178,
0,5,False,right,right,1.1847801208496094,178178,
0,6,False,right,right,1.0140149593353271,178178,
0,7,True,right,right,1.0070111751556396,178178,
0,8,False,left,left,0.8422439098358154,178178,
0,9,True,right,left,1.945059061050415,178178,
0,10,False,left,left,0.6065418720245361,178178,
0,11,False,right,left,1.0500149726867676,178178,
0,12,False,left,left,0.804847002029419,178178,
0,13,True,right,right,1.4038021564483643,178178,
0,14,True,left,right,1.6477570533752441,178178,
0,15,True,right,right,1.1477530002593994,178178,
0,16,True,right,right,1.2170240879058838,178178,
0,17,True,left,left,0.7194550037384033,178178,
0,18,False,right,right,1.1118581295013428,178178,
0,19,True,right,left,1.1875348091125488,178178,
0,20,True,right,right,1.5298171043395996,178178,
0,21,False,right,left,1.102294921875,178178,
0,22,False,right,right,1.1327829360961914,178178,
0,23,False,right,right,0.9543399810791016,178178,
0,24,True,left,left,1.2265191078186035,178178,
0,25,False,right,left,0.9367830753326416,178178,
0,26,True,left,left,0.9478590488433838,178178,
0,27,True,right,right,1.0664570331573486,178178,
0,28,True,right,right,1.251145839691162,178178,
0,29,True,left,left,1.0725347995758057,178178,
0,30,True,right,right,1.238954782485962,178178,
0,31,True,left,left,0.7386989593505859,178178,
0,32,False,right,right,1.1343729496002197,178178,
0,33,False,right,right,0.9870460033416748,178178,
0,34,True,left,left,1.4511430263519287,178178,
0,35,False,left,left,1.162621021270752,178178,
0,36,False,left,left,0.7297029495239258,178178,
0,37,True,left,right,1.3564479351043701,178178,
0,38,True,right,right,1.3519039154052734,178178,
0,39,False,right,right,0.9195549488067627,178178,
0,40,True,left,left,1.2708461284637451,178178,
0,41,False,right,right,0.8641300201416016,178178,
0,42,True,right,right,1.1980469226837158,178178,
0,43,False,left,left,2.113913059234619,178178,
0,44,True,right,right,1.6260571479797363,178178,
0,45,False,left,left,0.7842719554901123,178178,
0,46,False,left,left,1.1180591583251953,178178,
0,47,True,left,left,1.0406382083892822,178178,
0,48,False,left,left,0.6170389652252197,178178,
0,49,True,left,left,1.0073621273040771,178178,
0,50,False,left,left,0.6955370903015137,178178,
0,51,False,left,left,0.7978827953338623,178178,
0,52,False,right,left,0.7831799983978271,178178,
0,53,False,right,right,0.7317681312561035,178178,
0,54,False,left,right,1.0146450996398926,178178,
0,55,False,right,right,0.5525751113891602,178178,
0,56,False,left,right,0.494981050491333,178178,
0,57,True,right,left,1.3336610794067383,178178,
0,58,False,right,right,1.1127288341522217,178178,
0,59,True,left,left,2.5292201042175293,178178,
0,60,True,right,right,1.7673580646514893,178178,
0,61,True,left,right,1.5758509635925293,178178,
0,62,False,right,left,1.2881159782409668,178178,
0,63,True,right,left,3.5920610427856445,178178,
0,64,False,left,right,1.3348188400268555,178178,
0,65,False,right,right,0.6179690361022949,178178,
0,66,False,left,right,0.6562979221343994,178178,
0,67,False,right,right,0.6679079532623291,178178,
0,68,False,right,right,0.4511117935180664,178178,
0,69,True,left,right,1.0373148918151855,178178,
0,70,True,left,right,0.8866539001464844,178178,
0,71,True,left,left,0.8681609630584717,178178,
0,72,False,right,left,0.9185929298400879,178178,
0,73,False,left,left,0.8075251579284668,178178,
0,74,False,left,left,1.1502277851104736,178178,
0,75,True,left,left,0.9767749309539795,178178,
0,76,True,left,left,1.7637250423431396,178178,
0,77,True,left,left,1.0472159385681152,178178,
0,78,True,left,left,0.9991540908813477,178178,
0,79,False,right,right,0.5062849521636963,178178,
0,80,False,right,right,0.5753178596496582,178178,
0,81,True,right,left,0.9376940727233887,178178,
0,82,False,left,left,0.9303700923919678,178178,
