condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,trial,totalTrials,s1_state,s2_state,response,rt,pair,
signal,0,-1,-1,0,1,1,1,0,0,9,-3.1636977000162005,2,
noise,0,-1,-1,0,1,2,2,1,0,1,-9.663133999914862,2,
signal,0,-1,-1,0,2,1,3,0,1,None,0,2,
noise,0,-1,-1,0,2,2,4,0,1,1,-4.96085149992723,2,
signal,0,-1,-1,0,3,1,5,0,1,None,0,2,
noise,0,-1,-1,0,3,2,6,0,1,0,-7.278961300035007,2,
signal,0,-1,-1,0,4,1,7,1,0,None,0,2,
noise,0,-1,-1,0,4,2,8,1,0,1,-5.545742299989797,2,
