condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,trial,totalTrials,s1_state,s2_state,response,rt,pair,
signal,0,-1,-1,0,1,74,74,0,1,yes,1.33433198928833,2,
signal,0,-1,-1,0,1,75,75,1,0,yes,0.900813102722168,2,
noise,0,-1,-1,0,1,76,76,0,1,no,1.151149034500122,2,
signal,0,-1,-1,0,1,77,77,0,1,yes,1.1675159931182861,2,
noise,0,-1,-1,0,1,78,78,1,0,no,0.9711530208587646,2,
signal,0,-1,-1,0,1,79,79,0,1,yes,1.7219018936157227,2,
noise,0,-1,-1,0,1,80,80,1,0,no,0.8508660793304443,2,
noise,0,-1,-1,0,2,1,81,1,0,no,0.8673441410064697,2,
noise,0,-1,-1,0,2,2,82,1,0,no,0.9842081069946289,2,
signal,0,-1,-1,0,2,3,83,0,1,yes,1.0842390060424805,2,
signal,0,-1,-1,0,2,4,84,1,0,yes,1.0342578887939453,2,
signal,0,-1,-1,0,2,5,85,1,0,yes,0.8005750179290771,2,
noise,0,-1,-1,0,2,6,86,0,1,no,1.0843620300292969,2,
noise,0,-1,-1,0,2,7,87,1,0,no,0.9213669300079346,2,
signal,0,-1,-1,0,2,8,88,0,1,yes,1.1009118556976318,2,
signal,0,-1,-1,0,2,9,89,0,1,yes,1.1841940879821777,2,
signal,0,-1,-1,0,2,10,90,1,0,yes,1.0381040573120117,2,
signal,0,-1,-1,0,2,11,91,1,0,yes,0.9506828784942627,2,
noise,0,-1,-1,0,2,12,92,1,0,no,0.9674811363220215,2,
signal,0,-1,-1,0,2,13,93,0,1,yes,1.4011130332946777,2,
signal,0,-1,-1,0,2,14,94,0,1,yes,1.2842540740966797,2,
noise,0,-1,-1,0,2,15,95,0,1,no,1.5012600421905518,2,
noise,0,-1,-1,0,2,16,96,1,0,no,0.9342939853668213,2,
signal,0,-1,-1,0,2,17,97,0,1,yes,1.284437894821167,2,
noise,0,-1,-1,0,2,18,98,0,1,no,1.0675859451293945,2,
signal,0,-1,-1,0,2,19,99,1,0,yes,0.7006649971008301,2,
noise,0,-1,-1,0,2,20,100,0,1,no,1.0677030086517334,2,
noise,0,-1,-1,0,2,21,101,1,0,no,1.1512410640716553,2,
signal,0,-1,-1,0,2,22,102,1,0,yes,0.7875139713287354,2,
noise,0,-1,-1,0,2,23,103,1,0,no,0.8508079051971436,2,
signal,0,-1,-1,0,2,24,104,1,0,yes,0.8673129081726074,2,
signal,0,-1,-1,0,2,25,105,1,0,yes,1.334338903427124,2,
noise,0,-1,-1,0,2,26,106,1,0,no,1.2712230682373047,2,
signal,0,-1,-1,0,2,27,107,0,1,yes,1.2844831943511963,2,
noise,0,-1,-1,0,2,28,108,0,1,no,1.1377389430999756,2,
noise,0,-1,-1,0,2,29,109,0,1,no,1.3044569492340088,2,
noise,0,-1,-1,0,2,30,110,1,0,no,0.700814962387085,2,
noise,0,-1,-1,0,2,31,111,1,0,no,0.7340009212493896,2,
signal,0,-1,-1,0,2,32,112,0,1,yes,1.4012420177459717,2,
signal,0,-1,-1,0,2,33,113,0,1,yes,1.9181439876556396,2,
noise,0,-1,-1,0,2,34,114,1,0,no,0.8676271438598633,2,
signal,0,-1,-1,0,2,35,115,1,0,yes,1.004378080368042,2,
noise,0,-1,-1,0,2,36,116,1,0,no,0.8841419219970703,2,
signal,0,-1,-1,0,2,37,117,1,0,yes,0.9006938934326172,2,
signal,0,-1,-1,0,2,38,118,0,1,yes,1.3678510189056396,2,
signal,0,-1,-1,0,2,39,119,1,0,yes,1.6681489944458008,2,
noise,0,-1,-1,0,2,40,120,0,1,no,1.2678968906402588,2,
noise,0,-1,-1,0,2,41,121,1,0,no,1.2846438884735107,2,
noise,0,-1,-1,0,2,42,122,0,1,no,0.9545118808746338,2,
signal,0,-1,-1,0,2,43,123,0,1,yes,1.284296989440918,2,
