condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,trial,totalTrials,s1_state,s2_state,response,rt,pair,
noise,0,-1,-1,0,1,57,57,0,1,no,1.109863042831421,10,
noise,0,-1,-1,0,1,58,58,1,0,no,1.4023540019989014,10,
noise,0,-1,-1,0,1,59,59,0,1,no,1.016887903213501,10,
noise,0,-1,-1,0,1,60,60,0,1,no,1.1544189453125,10,
signal,0,-1,-1,0,1,61,61,1,0,no,1.3024358749389648,10,
signal,0,-1,-1,0,1,62,62,0,1,yes,1.330291986465454,10,
noise,0,-1,-1,0,1,63,63,0,1,no,1.0321719646453857,10,
signal,0,-1,-1,0,1,64,64,0,1,yes,0.9048919677734375,10,
signal,0,-1,-1,0,1,65,65,1,0,no,1.0603690147399902,10,
signal,0,-1,-1,0,1,66,66,0,1,yes,0.8292489051818848,10,
signal,0,-1,-1,0,1,67,67,1,0,yes,1.0597021579742432,10,
signal,0,-1,-1,0,1,68,68,0,1,yes,0.8117930889129639,10,
signal,0,-1,-1,0,1,69,69,0,1,yes,0.8533251285552979,10,
signal,0,-1,-1,0,1,70,70,1,0,yes,1.0532119274139404,10,
noise,0,-1,-1,0,1,71,71,0,1,no,0.8613171577453613,10,
noise,0,-1,-1,0,1,72,72,0,1,no,0.8904929161071777,10,
noise,0,-1,-1,0,1,73,73,1,0,no,0.9164600372314453,10,
noise,0,-1,-1,0,1,74,74,1,0,no,1.0653879642486572,10,
signal,0,-1,-1,0,1,75,75,1,0,yes,0.7411890029907227,10,
noise,0,-1,-1,0,1,76,76,1,0,no,1.8215649127960205,10,
signal,0,-1,-1,0,1,77,77,0,1,yes,0.8969149589538574,10,
noise,0,-1,-1,0,1,78,78,0,1,no,0.879335880279541,10,
signal,0,-1,-1,0,1,79,79,1,0,yes,0.7771220207214355,10,
signal,0,-1,-1,0,1,80,80,1,0,yes,0.8515720367431641,10,
signal,0,-1,-1,0,2,1,81,1,0,yes,1.0120840072631836,10,
noise,0,-1,-1,0,2,2,82,1,0,no,0.715857982635498,10,
noise,0,-1,-1,0,2,3,83,0,1,no,1.0966520309448242,10,
signal,0,-1,-1,0,2,4,84,1,0,yes,1.009070873260498,10,
signal,0,-1,-1,0,2,5,85,0,1,yes,1.108994960784912,10,
signal,0,-1,-1,0,2,6,86,0,1,yes,1.0238609313964844,10,
noise,0,-1,-1,0,2,7,87,1,0,no,1.083042860031128,10,
signal,0,-1,-1,0,2,8,88,0,1,yes,0.8916668891906738,10,
signal,0,-1,-1,0,2,9,89,1,0,yes,0.6630160808563232,10,
signal,0,-1,-1,0,2,10,90,1,0,yes,0.48946499824523926,10,
signal,0,-1,-1,0,2,11,91,0,1,yes,0.7619068622589111,10,
signal,0,-1,-1,0,2,12,92,0,1,yes,0.8158049583435059,10,
signal,0,-1,-1,0,2,13,93,1,0,no,0.8185961246490479,10,
noise,0,-1,-1,0,2,14,94,0,1,no,0.9514808654785156,10,
noise,0,-1,-1,0,2,15,95,1,0,yes,0.7522659301757812,10,
noise,0,-1,-1,0,2,16,96,1,0,no,1.00885009765625,10,
signal,0,-1,-1,0,2,17,97,1,0,yes,0.9925131797790527,10,
signal,0,-1,-1,0,2,18,98,1,0,no,0.9354040622711182,10,
noise,0,-1,-1,0,2,19,99,0,1,no,1.0446538925170898,10,
signal,0,-1,-1,0,2,20,100,1,0,no,0.8434278964996338,10,
noise,0,-1,-1,0,2,21,101,0,1,no,0.8309440612792969,10,
signal,0,-1,-1,0,2,22,102,1,0,yes,0.5557458400726318,10,
noise,0,-1,-1,0,2,23,103,0,1,no,0.8688709735870361,10,
noise,0,-1,-1,0,2,24,104,0,1,no,0.7653460502624512,10,
noise,0,-1,-1,0,2,25,105,0,1,no,0.881904125213623,10,
noise,0,-1,-1,0,2,26,106,1,0,no,0.896233081817627,10,
signal,0,-1,-1,0,2,27,107,1,0,yes,0.9775650501251221,10,
noise,0,-1,-1,0,2,28,108,0,1,no,0.9038701057434082,10,
signal,0,-1,-1,0,2,29,109,0,1,yes,1.173280954360962,10,
noise,0,-1,-1,0,2,30,110,0,1,no,1.1985738277435303,10,
signal,0,-1,-1,0,2,31,111,0,1,yes,1.388869047164917,10,
signal,0,-1,-1,0,2,32,112,1,0,no,1.117008924484253,10,
noise,0,-1,-1,0,2,33,113,1,0,no,1.0496430397033691,10,
noise,0,-1,-1,0,2,34,114,1,0,yes,0.6945180892944336,10,
signal,0,-1,-1,0,2,35,115,1,0,yes,0.9525198936462402,10,
signal,0,-1,-1,0,2,36,116,1,0,yes,0.993556022644043,10,
noise,0,-1,-1,0,2,37,117,0,1,no,1.022571086883545,10,
signal,0,-1,-1,0,2,38,118,0,1,yes,1.1119780540466309,10,
noise,0,-1,-1,0,2,39,119,0,1,no,0.9110629558563232,10,
signal,0,-1,-1,0,2,40,120,1,0,no,0.8179841041564941,10,
signal,0,-1,-1,0,2,41,121,1,0,yes,0.9040830135345459,10,
noise,0,-1,-1,0,2,42,122,0,1,no,1.7126038074493408,10,
noise,0,-1,-1,0,2,43,123,1,0,no,1.2370178699493408,10,
noise,0,-1,-1,0,2,44,124,1,0,no,1.2270169258117676,10,
signal,0,-1,-1,0,2,45,125,0,1,yes,0.9412000179290771,10,
signal,0,-1,-1,0,2,46,126,1,0,yes,1.7633490562438965,10,
signal,0,-1,-1,0,2,47,127,0,1,yes,1.3258318901062012,10,
noise,0,-1,-1,0,2,48,128,1,0,no,1.2829020023345947,10,
noise,0,-1,-1,0,2,49,129,0,1,no,0.8168480396270752,10,
noise,0,-1,-1,0,2,50,130,1,0,yes,1.1865839958190918,10,
signal,0,-1,-1,0,2,51,131,0,1,yes,1.5070199966430664,10,
signal,0,-1,-1,0,2,52,132,1,0,yes,1.5253620147705078,10,
signal,0,-1,-1,0,2,53,133,1,0,yes,1.8430681228637695,10,
noise,0,-1,-1,0,2,54,134,0,1,no,1.0350940227508545,10,
signal,0,-1,-1,0,2,55,135,1,0,yes,0.9829778671264648,10,
noise,0,-1,-1,0,2,56,136,0,1,no,0.8650760650634766,10,
signal,0,-1,-1,0,2,57,137,0,1,yes,1.115473985671997,10,
noise,0,-1,-1,0,2,58,138,0,1,no,0.8406660556793213,10,
signal,0,-1,-1,0,2,59,139,1,0,yes,1.5007140636444092,10,
noise,0,-1,-1,0,2,60,140,0,1,no,0.8278629779815674,10,
signal,0,-1,-1,0,2,61,141,1,0,yes,0.7944180965423584,10,
signal,0,-1,-1,0,2,62,142,1,0,yes,0.7217681407928467,10,
signal,0,-1,-1,0,2,63,143,1,0,yes,1.3217971324920654,10,
signal,0,-1,-1,0,2,64,144,1,0,yes,0.6197981834411621,10,
signal,0,-1,-1,0,2,65,145,1,0,yes,0.5172789096832275,10,
noise,0,-1,-1,0,2,66,146,0,1,no,1.3986880779266357,10,
signal,0,-1,-1,0,2,67,147,1,0,yes,0.6639878749847412,10,
noise,0,-1,-1,0,2,68,148,0,1,no,1.1157410144805908,10,
noise,0,-1,-1,0,2,69,149,1,0,yes,0.7952151298522949,10,
noise,0,-1,-1,0,2,70,150,0,1,no,1.4240970611572266,10,
noise,0,-1,-1,0,2,71,151,1,0,no,0.8494009971618652,10,
noise,0,-1,-1,0,2,72,152,1,0,no,1.6175141334533691,10,
noise,0,-1,-1,0,2,73,153,1,0,yes,0.8272020816802979,10,
signal,0,-1,-1,0,2,74,154,0,1,yes,0.928818941116333,10,
noise,0,-1,-1,0,2,75,155,0,1,no,0.8241779804229736,10,
noise,0,-1,-1,0,2,76,156,0,1,no,0.8147261142730713,10,
noise,0,-1,-1,0,2,77,157,0,1,no,1.0344319343566895,10,
signal,0,-1,-1,0,2,78,158,0,1,yes,1.2976970672607422,10,
noise,0,-1,-1,0,2,79,159,0,1,no,0.8987250328063965,10,
noise,0,-1,-1,0,2,80,160,1,0,no,0.8501420021057129,10,
