condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,trial,s1_state,response,rt,pair,
noise,0,-1,-1,0,1,0,False,no,1.2445580959320068,8,
signal,0,-1,-1,0,1,1,False,yes,0.8064789772033691,8,
signal,0,-1,-1,0,1,2,False,yes,1.041841983795166,8,
noise,0,-1,-1,0,1,3,False,no,0.9782888889312744,8,
noise,0,-1,-1,0,1,4,True,no,1.63615083694458,8,
signal,0,-1,-1,0,1,5,True,yes,1.5684070587158203,8,
signal,0,-1,-1,0,1,6,False,yes,1.1521761417388916,8,
signal,0,-1,-1,0,1,7,False,yes,1.1558220386505127,8,
noise,0,-1,-1,0,1,8,False,no,0.9240820407867432,8,
signal,0,-1,-1,0,1,9,False,yes,0.8541021347045898,8,
signal,0,-1,-1,0,1,10,True,yes,1.6050388813018799,8,
signal,0,-1,-1,0,1,11,False,yes,1.0006680488586426,8,
noise,0,-1,-1,0,1,12,True,no,1.2550299167633057,8,
noise,0,-1,-1,0,1,13,True,no,0.9773399829864502,8,
noise,0,-1,-1,0,1,14,True,no,1.1198489665985107,8,
noise,0,-1,-1,0,1,15,True,no,0.7835240364074707,8,
noise,0,-1,-1,0,1,16,True,no,0.8174710273742676,8,
noise,0,-1,-1,0,1,17,True,no,0.8080930709838867,8,
signal,0,-1,-1,0,1,18,True,yes,1.7750298976898193,8,
noise,0,-1,-1,0,1,19,True,no,1.118293046951294,8,
signal,0,-1,-1,0,1,20,True,yes,1.0490589141845703,8,
noise,0,-1,-1,0,1,21,False,no,0.8473310470581055,8,
noise,0,-1,-1,0,1,22,False,no,0.8893470764160156,8,
noise,0,-1,-1,0,1,23,True,no,1.390117883682251,8,
noise,0,-1,-1,0,1,24,False,no,0.8146169185638428,8,
noise,0,-1,-1,0,1,25,False,no,1.0489461421966553,8,
signal,0,-1,-1,0,1,26,False,yes,0.7365200519561768,8,
signal,0,-1,-1,0,1,27,True,yes,1.687694787979126,8,
noise,0,-1,-1,0,1,28,True,no,0.9478070735931396,8,
noise,0,-1,-1,0,1,29,True,no,1.369277000427246,8,
signal,0,-1,-1,0,1,30,True,yes,1.5962519645690918,8,
signal,0,-1,-1,0,1,31,True,no,1.4484679698944092,8,
noise,0,-1,-1,0,1,32,False,no,0.7999610900878906,8,
signal,0,-1,-1,0,1,33,True,yes,1.3212461471557617,8,
noise,0,-1,-1,0,1,34,False,no,0.8519999980926514,8,
noise,0,-1,-1,0,1,35,False,no,0.8020679950714111,8,
signal,0,-1,-1,0,1,36,False,yes,0.6085700988769531,8,
noise,0,-1,-1,0,1,37,True,no,1.3836510181427002,8,
signal,0,-1,-1,0,1,38,False,yes,0.7055470943450928,8,
noise,0,-1,-1,0,1,39,True,no,1.6422860622406006,8,
noise,0,-1,-1,0,1,40,False,no,0.8129830360412598,8,
signal,0,-1,-1,0,1,41,True,noresponse,None,8,
signal,0,-1,-1,0,1,42,True,yes,1.1435439586639404,8,
noise,0,-1,-1,0,1,43,False,no,1.0728020668029785,8,
signal,0,-1,-1,0,1,44,False,yes,0.6990489959716797,8,
noise,0,-1,-1,0,1,45,True,no,1.1216578483581543,8,
signal,0,-1,-1,0,1,46,True,yes,1.6900699138641357,8,
noise,0,-1,-1,0,1,47,True,noresponse,None,8,
noise,0,-1,-1,0,1,48,True,no,1.6692149639129639,8,
signal,0,-1,-1,0,1,49,True,no,0.7870309352874756,8,
signal,0,-1,-1,0,1,50,True,yes,1.186845064163208,8,
signal,0,-1,-1,0,1,51,False,yes,0.7101259231567383,8,
signal,0,-1,-1,0,1,52,False,yes,0.7080039978027344,8,
noise,0,-1,-1,0,1,53,False,no,0.8638269901275635,8,
noise,0,-1,-1,0,1,54,False,no,0.7636430263519287,8,
signal,0,-1,-1,0,1,55,False,yes,0.6993410587310791,8,
noise,0,-1,-1,0,1,56,False,no,0.79134202003479,8,
noise,0,-1,-1,0,1,57,True,no,1.6015231609344482,8,
signal,0,-1,-1,0,1,58,True,yes,1.7776150703430176,8,
signal,0,-1,-1,0,1,59,False,yes,0.747730016708374,8,
noise,0,-1,-1,0,1,60,False,no,0.740386962890625,8,
noise,0,-1,-1,0,1,61,True,no,1.0148520469665527,8,
signal,0,-1,-1,0,1,62,True,yes,1.1616148948669434,8,
signal,0,-1,-1,0,1,63,False,yes,1.054569959640503,8,
signal,0,-1,-1,0,1,64,True,yes,1.1005759239196777,8,
noise,0,-1,-1,0,1,65,False,no,0.7166240215301514,8,
noise,0,-1,-1,0,1,66,False,no,0.7809410095214844,8,
signal,0,-1,-1,0,1,67,True,yes,1.2520430088043213,8,
signal,0,-1,-1,0,1,68,False,yes,1.0314688682556152,8,
noise,0,-1,-1,0,1,69,False,no,0.6201319694519043,8,
signal,0,-1,-1,0,1,70,False,yes,0.6608541011810303,8,
signal,0,-1,-1,0,1,71,False,yes,0.6558709144592285,8,
signal,0,-1,-1,0,1,72,True,yes,1.763674020767212,8,
noise,0,-1,-1,0,1,73,True,no,1.0703330039978027,8,
noise,0,-1,-1,0,1,74,False,no,0.8659288883209229,8,
signal,0,-1,-1,0,1,75,False,yes,0.6703698635101318,8,
signal,0,-1,-1,0,1,76,True,no,1.922959804534912,8,
signal,0,-1,-1,0,1,77,True,yes,1.9397060871124268,8,
noise,0,-1,-1,0,1,78,False,no,0.6277470588684082,8,
signal,0,-1,-1,0,1,79,True,yes,1.2532169818878174,8,
noise,0,-1,-1,0,2,0,True,no,1.2164981365203857,8,
noise,0,-1,-1,0,2,1,False,no,0.7589020729064941,8,
signal,0,-1,-1,0,2,2,False,yes,0.8317289352416992,8,
noise,0,-1,-1,0,2,3,True,noresponse,None,8,
noise,0,-1,-1,0,2,4,True,no,1.817030906677246,8,
signal,0,-1,-1,0,2,5,False,yes,0.8126580715179443,8,
signal,0,-1,-1,0,2,6,True,yes,1.657567024230957,8,
signal,0,-1,-1,0,2,7,True,yes,1.7312839031219482,8,
signal,0,-1,-1,0,2,8,False,yes,0.7777841091156006,8,
signal,0,-1,-1,0,2,9,True,yes,1.1022610664367676,8,
noise,0,-1,-1,0,2,10,False,no,0.687795877456665,8,
signal,0,-1,-1,0,2,11,True,yes,0.9870657920837402,8,
noise,0,-1,-1,0,2,12,False,noresponse,None,8,
noise,0,-1,-1,0,2,13,True,no,1.2537550926208496,8,
noise,0,-1,-1,0,2,14,True,no,1.4374840259552002,8,
noise,0,-1,-1,0,2,15,False,no,1.1105132102966309,8,
noise,0,-1,-1,0,2,16,True,no,1.069544792175293,8,
noise,0,-1,-1,0,2,17,False,no,0.7656519412994385,8,
signal,0,-1,-1,0,2,18,True,yes,1.714735984802246,8,
signal,0,-1,-1,0,2,19,True,yes,1.4224939346313477,8,
noise,0,-1,-1,0,2,20,True,no,1.2590219974517822,8,
signal,0,-1,-1,0,2,21,True,yes,1.4380910396575928,8,
signal,0,-1,-1,0,2,22,True,yes,1.159956932067871,8,
noise,0,-1,-1,0,2,23,True,no,1.394723892211914,8,
noise,0,-1,-1,0,2,24,True,no,1.0570712089538574,8,
noise,0,-1,-1,0,2,25,True,no,1.269747018814087,8,
signal,0,-1,-1,0,2,26,True,yes,1.105403184890747,8,
noise,0,-1,-1,0,2,27,True,no,1.2593309879302979,8,
noise,0,-1,-1,0,2,28,True,no,2.1829941272735596,8,
signal,0,-1,-1,0,2,29,False,yes,0.8391249179840088,8,
signal,0,-1,-1,0,2,30,True,yes,1.4954009056091309,8,
signal,0,-1,-1,0,2,31,False,yes,0.879749059677124,8,
noise,0,-1,-1,0,2,32,False,no,1.0204150676727295,8,
signal,0,-1,-1,0,2,33,True,yes,0.8691201210021973,8,
signal,0,-1,-1,0,2,34,False,yes,0.8755791187286377,8,
noise,0,-1,-1,0,2,35,False,no,1.0143170356750488,8,
signal,0,-1,-1,0,2,36,False,yes,0.7666959762573242,8,
noise,0,-1,-1,0,2,37,True,no,1.1535089015960693,8,
noise,0,-1,-1,0,2,38,True,no,1.3377890586853027,8,
signal,0,-1,-1,0,2,39,False,yes,0.7447628974914551,8,
signal,0,-1,-1,0,2,40,True,yes,0.9686658382415771,8,
noise,0,-1,-1,0,2,41,True,noresponse,None,8,
noise,0,-1,-1,0,2,42,False,no,0.881317138671875,8,
signal,0,-1,-1,0,2,43,False,yes,0.6918811798095703,8,
noise,0,-1,-1,0,2,44,True,yes,1.7117090225219727,8,
signal,0,-1,-1,0,2,45,True,yes,1.4042158126831055,8,
signal,0,-1,-1,0,2,46,True,yes,1.6118929386138916,8,
signal,0,-1,-1,0,2,47,True,yes,0.966331958770752,8,
noise,0,-1,-1,0,2,48,False,no,0.9619228839874268,8,
noise,0,-1,-1,0,2,49,True,no,1.1732690334320068,8,
signal,0,-1,-1,0,2,50,True,yes,1.7248120307922363,8,
signal,0,-1,-1,0,2,51,False,yes,0.8868350982666016,8,
signal,0,-1,-1,0,2,52,True,yes,1.1345958709716797,8,
signal,0,-1,-1,0,2,53,False,yes,1.0365281105041504,8,
signal,0,-1,-1,0,2,54,False,yes,0.8642668724060059,8,
signal,0,-1,-1,0,2,55,False,yes,0.6924641132354736,8,
noise,0,-1,-1,0,2,56,True,no,1.1002769470214844,8,
noise,0,-1,-1,0,2,57,True,no,1.629971981048584,8,
signal,0,-1,-1,0,2,58,False,yes,0.8026540279388428,8,
noise,0,-1,-1,0,2,59,True,no,1.5618619918823242,8,
noise,0,-1,-1,0,2,60,True,no,1.8620128631591797,8,
signal,0,-1,-1,0,2,61,False,yes,0.7544279098510742,8,
noise,0,-1,-1,0,2,62,True,no,1.5452990531921387,8,
signal,0,-1,-1,0,2,63,False,yes,0.8671369552612305,8,
noise,0,-1,-1,0,2,64,False,no,1.6789000034332275,8,
signal,0,-1,-1,0,2,65,True,yes,1.0777289867401123,8,
signal,0,-1,-1,0,2,66,True,yes,1.592885971069336,8,
noise,0,-1,-1,0,2,67,True,no,1.1783409118652344,8,
signal,0,-1,-1,0,2,68,True,yes,1.0650839805603027,8,
noise,0,-1,-1,0,2,69,True,no,1.1329779624938965,8,
noise,0,-1,-1,0,2,70,True,no,0.9718060493469238,8,
signal,0,-1,-1,0,2,71,True,yes,1.3767521381378174,8,
signal,0,-1,-1,0,2,72,False,yes,0.7021551132202148,8,
signal,0,-1,-1,0,2,73,False,yes,0.7372870445251465,8,
noise,0,-1,-1,0,2,74,True,no,1.1035380363464355,8,
noise,0,-1,-1,0,2,75,False,no,1.0518081188201904,8,
signal,0,-1,-1,0,2,76,False,yes,0.7625610828399658,8,
noise,0,-1,-1,0,2,77,False,yes,1.4115300178527832,8,
noise,0,-1,-1,0,2,78,False,no,1.5497651100158691,8,
noise,0,-1,-1,0,2,79,False,no,0.7583439350128174,8,
signal,0,-1,-1,0,3,0,False,yes,1.3244400024414062,8,
noise,0,-1,-1,0,3,1,True,no,1.113253116607666,8,
noise,0,-1,-1,0,3,2,False,no,1.0116708278656006,8,
noise,0,-1,-1,0,3,3,False,no,1.039949893951416,8,
noise,0,-1,-1,0,3,4,True,no,1.7451038360595703,8,
signal,0,-1,-1,0,3,5,False,yes,0.599632978439331,8,
noise,0,-1,-1,0,3,6,True,no,0.9806258678436279,8,
noise,0,-1,-1,0,3,7,True,no,1.949627161026001,8,
signal,0,-1,-1,0,3,8,False,yes,0.6602540016174316,8,
signal,0,-1,-1,0,3,9,False,yes,0.9436841011047363,8,
signal,0,-1,-1,0,3,10,True,yes,1.5066170692443848,8,
noise,0,-1,-1,0,3,11,True,no,1.2398591041564941,8,
signal,0,-1,-1,0,3,12,False,yes,0.9242479801177979,8,
signal,0,-1,-1,0,3,13,False,yes,0.7096939086914062,8,
noise,0,-1,-1,0,3,14,True,no,2.0518910884857178,8,
noise,0,-1,-1,0,3,15,False,no,0.8623960018157959,8,
signal,0,-1,-1,0,3,16,True,yes,1.720538854598999,8,
signal,0,-1,-1,0,3,17,True,yes,1.0453341007232666,8,
signal,0,-1,-1,0,3,18,False,yes,0.825822114944458,8,
signal,0,-1,-1,0,3,19,True,yes,1.0047829151153564,8,
signal,0,-1,-1,0,3,20,True,yes,1.6119441986083984,8,
signal,0,-1,-1,0,3,21,True,yes,0.9050629138946533,8,
noise,0,-1,-1,0,3,22,True,no,1.1180801391601562,8,
signal,0,-1,-1,0,3,23,True,yes,1.259619951248169,8,
signal,0,-1,-1,0,3,24,True,yes,0.9562258720397949,8,
noise,0,-1,-1,0,3,25,False,no,0.8254878520965576,8,
signal,0,-1,-1,0,3,26,True,yes,0.9836130142211914,8,
noise,0,-1,-1,0,3,27,True,no,1.1868560314178467,8,
noise,0,-1,-1,0,3,28,False,no,0.71809983253479,8,
signal,0,-1,-1,0,3,29,False,yes,0.8895280361175537,8,
noise,0,-1,-1,0,3,30,False,no,1.2657408714294434,8,
noise,0,-1,-1,0,3,31,False,no,1.2823851108551025,8,
signal,0,-1,-1,0,3,32,False,yes,0.7103168964385986,8,
noise,0,-1,-1,0,3,33,False,no,0.8632991313934326,8,
noise,0,-1,-1,0,3,34,True,no,1.1191461086273193,8,
signal,0,-1,-1,0,3,35,False,yes,0.663809061050415,8,
noise,0,-1,-1,0,3,36,False,no,0.7817080020904541,8,
noise,0,-1,-1,0,3,37,False,no,0.6907250881195068,8,
noise,0,-1,-1,0,3,38,True,no,1.110908031463623,8,
signal,0,-1,-1,0,3,39,True,no,1.664750099182129,8,
signal,0,-1,-1,0,3,40,True,yes,1.3443148136138916,8,
noise,0,-1,-1,0,3,41,True,no,0.9978439807891846,8,
noise,0,-1,-1,0,3,42,True,no,0.851405143737793,8,
signal,0,-1,-1,0,3,43,False,yes,1.0284509658813477,8,
signal,0,-1,-1,0,3,44,True,yes,1.2155489921569824,8,
signal,0,-1,-1,0,3,45,False,yes,1.0279109477996826,8,
noise,0,-1,-1,0,3,46,False,no,0.8351740837097168,8,
noise,0,-1,-1,0,3,47,True,no,2.169240951538086,8,
signal,0,-1,-1,0,3,48,False,yes,1.0517361164093018,8,
noise,0,-1,-1,0,3,49,True,no,1.7709600925445557,8,
noise,0,-1,-1,0,3,50,False,no,0.8201870918273926,8,
noise,0,-1,-1,0,3,51,True,no,1.2642841339111328,8,
signal,0,-1,-1,0,3,52,False,yes,0.7266230583190918,8,
signal,0,-1,-1,0,3,53,True,yes,1.2333340644836426,8,
noise,0,-1,-1,0,3,54,True,no,1.091284990310669,8,
