condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,trial,totalTrials,s1_state,s2_state,response,rt,pair,
noise,0,-1,-1,0,2,71,151,0,1,noresponse,None,10,
signal,0,-1,-1,0,2,72,152,1,0,yes,0.8391239643096924,10,
noise,0,-1,-1,0,2,73,153,0,1,noresponse,None,10,
noise,0,-1,-1,0,2,74,154,1,0,no,0.9794940948486328,10,
signal,0,-1,-1,0,2,75,155,1,0,yes,0.9064781665802002,10,
signal,0,-1,-1,0,2,76,156,1,0,yes,0.828016996383667,10,
signal,0,-1,-1,0,2,77,157,1,0,yes,0.9711568355560303,10,
signal,0,-1,-1,0,2,78,158,1,0,yes,0.8026161193847656,10,
noise,0,-1,-1,0,2,79,159,1,0,no,0.8299040794372559,10,
signal,0,-1,-1,0,2,80,160,1,0,yes,0.7182791233062744,10,
noise,0,-1,-1,0,3,1,161,1,0,noresponse,None,10,
noise,0,-1,-1,0,3,2,162,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,3,163,1,0,yes,0.8647429943084717,10,
noise,0,-1,-1,0,3,4,164,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,5,165,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,6,166,1,0,yes,0.950049877166748,10,
signal,0,-1,-1,0,3,7,167,1,0,yes,0.7866599559783936,10,
signal,0,-1,-1,0,3,8,168,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,9,169,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,10,170,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,11,171,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,12,172,1,0,no,1.258051872253418,10,
signal,0,-1,-1,0,3,13,173,1,0,yes,0.8103511333465576,10,
noise,0,-1,-1,0,3,14,174,1,0,no,0.884026050567627,10,
noise,0,-1,-1,0,3,15,175,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,16,176,1,0,yes,1.321937084197998,10,
signal,0,-1,-1,0,3,17,177,1,0,yes,0.7989959716796875,10,
noise,0,-1,-1,0,3,18,178,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,19,179,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,20,180,1,0,no,0.9285690784454346,10,
signal,0,-1,-1,0,3,21,181,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,22,182,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,23,183,1,0,yes,0.925145149230957,10,
noise,0,-1,-1,0,3,24,184,1,0,no,1.108337163925171,10,
signal,0,-1,-1,0,3,25,185,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,26,186,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,27,187,1,0,yes,0.8694660663604736,10,
noise,0,-1,-1,0,3,28,188,1,0,no,0.7823469638824463,10,
noise,0,-1,-1,0,3,29,189,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,30,190,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,31,191,1,0,yes,0.8836030960083008,10,
signal,0,-1,-1,0,3,32,192,1,0,yes,0.7073619365692139,10,
noise,0,-1,-1,0,3,33,193,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,34,194,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,35,195,1,0,yes,0.8418159484863281,10,
noise,0,-1,-1,0,3,36,196,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,37,197,1,0,no,0.9437339305877686,10,
noise,0,-1,-1,0,3,38,198,1,0,no,0.9408807754516602,10,
noise,0,-1,-1,0,3,39,199,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,40,200,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,41,201,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,42,202,1,0,yes,0.7620618343353271,10,
noise,0,-1,-1,0,3,43,203,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,44,204,1,0,no,1.002351999282837,10,
signal,0,-1,-1,0,3,45,205,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,46,206,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,47,207,1,0,yes,0.6520900726318359,10,
signal,0,-1,-1,0,3,48,208,1,0,yes,0.8133988380432129,10,
noise,0,-1,-1,0,3,49,209,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,50,210,1,0,yes,0.7662928104400635,10,
signal,0,-1,-1,0,3,51,211,1,0,yes,0.9625039100646973,10,
signal,0,-1,-1,0,3,52,212,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,53,213,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,54,214,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,55,215,1,0,yes,0.747229814529419,10,
noise,0,-1,-1,0,3,56,216,1,0,no,1.1206629276275635,10,
signal,0,-1,-1,0,3,57,217,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,58,218,1,0,yes,0.7972309589385986,10,
signal,0,-1,-1,0,3,59,219,1,0,yes,0.7157628536224365,10,
signal,0,-1,-1,0,3,60,220,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,61,221,1,0,yes,0.9242420196533203,10,
noise,0,-1,-1,0,3,62,222,1,0,no,0.8172850608825684,10,
noise,0,-1,-1,0,3,63,223,1,0,no,0.798969030380249,10,
signal,0,-1,-1,0,3,64,224,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,65,225,1,0,no,0.846060037612915,10,
signal,0,-1,-1,0,3,66,226,1,0,yes,1.020677089691162,10,
noise,0,-1,-1,0,3,67,227,1,0,no,0.766808032989502,10,
noise,0,-1,-1,0,3,68,228,1,0,no,0.9327011108398438,10,
noise,0,-1,-1,0,3,69,229,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,70,230,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,71,231,1,0,no,1.2769520282745361,10,
signal,0,-1,-1,0,3,72,232,1,0,yes,1.1909661293029785,10,
noise,0,-1,-1,0,3,73,233,1,0,no,0.9187750816345215,10,
signal,0,-1,-1,0,3,74,234,1,0,yes,0.8730177879333496,10,
noise,0,-1,-1,0,3,75,235,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,76,236,1,0,yes,1.2841739654541016,10,
signal,0,-1,-1,0,3,77,237,0,1,noresponse,None,10,
noise,0,-1,-1,0,3,78,238,1,0,no,1.544801950454712,10,
signal,0,-1,-1,0,3,79,239,0,1,noresponse,None,10,
signal,0,-1,-1,0,3,80,240,1,0,yes,0.8361248970031738,10,
noise,0,-1,-1,0,4,1,241,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,2,242,1,0,no,0.9222488403320312,10,
noise,0,-1,-1,0,4,3,243,1,0,no,1.0068140029907227,10,
signal,0,-1,-1,0,4,4,244,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,5,245,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,6,246,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,7,247,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,8,248,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,9,249,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,10,250,1,0,yes,1.7837328910827637,10,
noise,0,-1,-1,0,4,11,251,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,12,252,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,13,253,1,0,yes,0.7952871322631836,10,
signal,0,-1,-1,0,4,14,254,1,0,yes,0.7392330169677734,10,
signal,0,-1,-1,0,4,15,255,1,0,yes,0.7378849983215332,10,
noise,0,-1,-1,0,4,16,256,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,17,257,1,0,no,0.8465890884399414,10,
signal,0,-1,-1,0,4,18,258,1,0,yes,0.9033348560333252,10,
signal,0,-1,-1,0,4,19,259,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,20,260,1,0,no,0.978538990020752,10,
noise,0,-1,-1,0,4,21,261,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,22,262,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,23,263,1,0,no,0.8126580715179443,10,
signal,0,-1,-1,0,4,24,264,1,0,yes,0.9844470024108887,10,
noise,0,-1,-1,0,4,25,265,1,0,no,0.8518280982971191,10,
noise,0,-1,-1,0,4,26,266,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,27,267,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,28,268,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,29,269,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,30,270,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,31,271,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,32,272,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,33,273,1,0,no,0.9067270755767822,10,
noise,0,-1,-1,0,4,34,274,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,35,275,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,36,276,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,37,277,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,38,278,1,0,no,0.9502148628234863,10,
signal,0,-1,-1,0,4,39,279,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,40,280,1,0,no,0.8758740425109863,10,
signal,0,-1,-1,0,4,41,281,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,42,282,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,43,283,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,44,284,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,45,285,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,46,286,1,0,yes,0.9362280368804932,10,
signal,0,-1,-1,0,4,47,287,1,0,yes,0.7030479907989502,10,
noise,0,-1,-1,0,4,48,288,1,0,no,0.9578468799591064,10,
signal,0,-1,-1,0,4,49,289,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,50,290,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,51,291,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,52,292,1,0,no,1.1253738403320312,10,
signal,0,-1,-1,0,4,53,293,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,54,294,1,0,yes,0.9160211086273193,10,
noise,0,-1,-1,0,4,55,295,1,0,no,0.8926968574523926,10,
noise,0,-1,-1,0,4,56,296,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,57,297,1,0,no,0.8618581295013428,10,
noise,0,-1,-1,0,4,58,298,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,59,299,1,0,no,0.9747109413146973,10,
signal,0,-1,-1,0,4,60,300,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,61,301,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,62,302,1,0,no,0.8919010162353516,10,
noise,0,-1,-1,0,4,63,303,1,0,no,1.0340309143066406,10,
noise,0,-1,-1,0,4,64,304,1,0,no,1.6174509525299072,10,
signal,0,-1,-1,0,4,65,305,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,66,306,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,67,307,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,68,308,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,69,309,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,70,310,1,0,yes,0.9492170810699463,10,
noise,0,-1,-1,0,4,71,311,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,72,312,1,0,no,0.8225719928741455,10,
noise,0,-1,-1,0,4,73,313,1,0,no,0.8831160068511963,10,
noise,0,-1,-1,0,4,74,314,1,0,no,0.8303940296173096,10,
noise,0,-1,-1,0,4,75,315,1,0,no,1.0852079391479492,10,
signal,0,-1,-1,0,4,76,316,0,1,noresponse,None,10,
signal,0,-1,-1,0,4,77,317,0,1,noresponse,None,10,
noise,0,-1,-1,0,4,78,318,1,0,no,0.9222822189331055,10,
signal,0,-1,-1,0,4,79,319,1,0,yes,0.8544719219207764,10,
noise,0,-1,-1,0,4,80,320,0,1,noresponse,None,10,
