condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,trial,s1_state,response,rt,pair,
signal,0,-1,-1,0,6,19,True,yes,0.7871279716491699,81,
noise,0,-1,-1,0,6,20,True,no,0.8518319129943848,81,
noise,0,-1,-1,0,6,21,True,no,0.6460719108581543,81,
signal,0,-1,-1,0,6,22,True,yes,1.309722900390625,81,
signal,0,-1,-1,0,6,23,False,yes,1.1202468872070312,81,
noise,0,-1,-1,0,6,24,False,no,0.7217988967895508,81,
noise,0,-1,-1,0,6,25,True,no,0.7582840919494629,81,
signal,0,-1,-1,0,6,26,False,yes,1.003544807434082,81,
noise,0,-1,-1,0,6,27,False,no,0.6893620491027832,81,
signal,0,-1,-1,0,6,28,False,yes,0.8712499141693115,81,
signal,0,-1,-1,0,6,29,True,yes,0.9940299987792969,81,
noise,0,-1,-1,0,6,30,True,no,0.7477610111236572,81,
noise,0,-1,-1,0,6,31,True,no,0.7241020202636719,81,
signal,0,-1,-1,0,6,32,True,yes,0.7597789764404297,81,
noise,0,-1,-1,0,6,33,False,no,0.8117759227752686,81,
signal,0,-1,-1,0,6,34,True,noresponse,None,81,
signal,0,-1,-1,0,6,35,False,yes,0.9185969829559326,81,
noise,0,-1,-1,0,6,36,False,no,1.1761491298675537,81,
signal,0,-1,-1,0,6,37,True,yes,1.2979519367218018,81,
noise,0,-1,-1,0,6,38,False,no,1.1854169368743896,81,
signal,0,-1,-1,0,6,39,False,yes,0.905048131942749,81,
signal,0,-1,-1,0,6,40,False,yes,1.0515899658203125,81,
noise,0,-1,-1,0,6,41,True,yes,0.8094861507415771,81,
noise,0,-1,-1,0,6,42,False,no,1.2331409454345703,81,
noise,0,-1,-1,0,6,43,True,no,0.7954199314117432,81,
signal,0,-1,-1,0,6,44,True,yes,1.5726709365844727,81,
signal,0,-1,-1,0,6,45,False,no,1.5409839153289795,81,
noise,0,-1,-1,0,6,46,True,no,0.8734920024871826,81,
signal,0,-1,-1,0,6,47,True,yes,0.9721329212188721,81,
noise,0,-1,-1,0,6,48,False,no,1.2043519020080566,81,
noise,0,-1,-1,0,6,49,True,no,1.0714490413665771,81,
noise,0,-1,-1,0,6,50,True,no,0.8208780288696289,81,
noise,0,-1,-1,0,6,51,False,no,0.834298849105835,81,
signal,0,-1,-1,0,6,52,False,yes,1.1806809902191162,81,
noise,0,-1,-1,0,6,53,True,no,0.6986360549926758,81,
signal,0,-1,-1,0,6,54,True,yes,1.1538701057434082,81,
signal,0,-1,-1,0,6,55,False,yes,0.9837119579315186,81,
signal,0,-1,-1,0,6,56,False,yes,1.755420207977295,81,
signal,0,-1,-1,0,6,57,False,yes,0.9670419692993164,81,
noise,0,-1,-1,0,6,58,True,no,1.4025049209594727,81,
signal,0,-1,-1,0,6,59,True,yes,1.2831501960754395,81,
noise,0,-1,-1,0,6,60,False,no,0.8280689716339111,81,
noise,0,-1,-1,0,6,61,False,no,0.9745991230010986,81,
noise,0,-1,-1,0,6,62,False,no,0.9289681911468506,81,
noise,0,-1,-1,0,6,63,False,no,0.6399190425872803,81,
signal,0,-1,-1,0,6,64,True,yes,1.202566146850586,81,
noise,0,-1,-1,0,6,65,False,no,1.2215700149536133,81,
noise,0,-1,-1,0,6,66,True,noresponse,None,81,
signal,0,-1,-1,0,6,67,True,yes,0.9679980278015137,81,
signal,0,-1,-1,0,6,68,True,noresponse,None,81,
noise,0,-1,-1,0,6,69,False,no,0.8290867805480957,81,
signal,0,-1,-1,0,6,70,True,noresponse,None,81,
signal,0,-1,-1,0,6,71,True,yes,1.102431058883667,81,
noise,0,-1,-1,0,6,72,False,no,0.8776829242706299,81,
signal,0,-1,-1,0,6,73,False,yes,1.2319350242614746,81,
signal,0,-1,-1,0,6,74,False,yes,1.8780450820922852,81,
signal,0,-1,-1,0,6,75,True,yes,1.3552379608154297,81,
signal,0,-1,-1,0,6,76,False,no,1.3378040790557861,81,
noise,0,-1,-1,0,6,77,False,no,0.7572720050811768,81,
signal,0,-1,-1,0,6,78,True,yes,1.2295629978179932,81,
noise,0,-1,-1,0,6,79,False,no,1.629986047744751,81,
signal,0,-1,-1,0,7,0,True,yes,1.524980068206787,81,
signal,0,-1,-1,0,7,1,False,yes,1.1974799633026123,81,
noise,0,-1,-1,0,7,2,False,no,1.1869192123413086,81,
signal,0,-1,-1,0,7,3,False,yes,1.1493351459503174,81,
signal,0,-1,-1,0,7,4,True,yes,1.5182499885559082,81,
signal,0,-1,-1,0,7,5,False,yes,0.7011880874633789,81,
signal,0,-1,-1,0,7,6,False,yes,0.8296499252319336,81,
noise,0,-1,-1,0,7,7,True,no,0.8081190586090088,81,
signal,0,-1,-1,0,7,8,False,yes,1.112860918045044,81,
signal,0,-1,-1,0,7,9,True,yes,0.8466567993164062,81,
signal,0,-1,-1,0,7,10,False,yes,1.2071499824523926,81,
noise,0,-1,-1,0,7,11,True,no,0.784721851348877,81,
signal,0,-1,-1,0,7,12,True,yes,0.6868181228637695,81,
signal,0,-1,-1,0,7,13,True,noresponse,None,81,
signal,0,-1,-1,0,7,14,True,yes,0.8911149501800537,81,
signal,0,-1,-1,0,7,15,False,yes,0.9888160228729248,81,
noise,0,-1,-1,0,7,16,False,no,1.7893600463867188,81,
noise,0,-1,-1,0,7,17,False,no,0.773078203201294,81,
noise,0,-1,-1,0,7,18,True,no,0.706510066986084,81,
noise,0,-1,-1,0,7,19,True,no,0.9575297832489014,81,
noise,0,-1,-1,0,7,20,False,no,0.96828293800354,81,
noise,0,-1,-1,0,7,21,True,no,0.6136109828948975,81,
noise,0,-1,-1,0,7,22,False,no,0.8991692066192627,81,
noise,0,-1,-1,0,7,23,False,no,0.7697649002075195,81,
noise,0,-1,-1,0,7,24,False,no,1.5111329555511475,81,
noise,0,-1,-1,0,7,25,True,no,0.8094789981842041,81,
noise,0,-1,-1,0,7,26,False,no,1.4478189945220947,81,
signal,0,-1,-1,0,7,27,False,yes,1.3889179229736328,81,
signal,0,-1,-1,0,7,28,False,no,0.7472689151763916,81,
signal,0,-1,-1,0,7,29,False,yes,1.5210680961608887,81,
noise,0,-1,-1,0,7,30,False,no,1.0476558208465576,81,
signal,0,-1,-1,0,7,31,True,yes,1.8194952011108398,81,
signal,0,-1,-1,0,7,32,True,noresponse,None,81,
signal,0,-1,-1,0,7,33,True,yes,0.8830180168151855,81,
noise,0,-1,-1,0,7,34,True,no,0.7079288959503174,81,
signal,0,-1,-1,0,7,35,False,yes,0.9383058547973633,81,
signal,0,-1,-1,0,7,36,True,yes,1.3706481456756592,81,
noise,0,-1,-1,0,7,37,True,no,1.7336211204528809,81,
noise,0,-1,-1,0,7,38,True,no,2.196621894836426,81,
signal,0,-1,-1,0,7,39,True,yes,2.204526901245117,81,
signal,0,-1,-1,0,7,40,False,no,1.3841328620910645,81,
signal,0,-1,-1,0,7,41,True,yes,0.9996931552886963,81,
noise,0,-1,-1,0,7,42,True,no,0.8157000541687012,81,
noise,0,-1,-1,0,7,43,False,no,1.1462771892547607,81,
signal,0,-1,-1,0,7,44,True,yes,0.6719920635223389,81,
signal,0,-1,-1,0,7,45,True,no,0.6192049980163574,81,
noise,0,-1,-1,0,7,46,False,no,0.8951940536499023,81,
signal,0,-1,-1,0,7,47,False,yes,1.0312681198120117,81,
noise,0,-1,-1,0,7,48,False,no,1.495082139968872,81,
noise,0,-1,-1,0,7,49,True,no,1.0258538722991943,81,
noise,0,-1,-1,0,7,50,False,no,1.130906105041504,81,
signal,0,-1,-1,0,7,51,False,no,1.2351019382476807,81,
signal,0,-1,-1,0,7,52,True,yes,1.0375378131866455,81,
signal,0,-1,-1,0,7,53,True,no,0.7008178234100342,81,
signal,0,-1,-1,0,7,54,True,yes,0.7914400100708008,81,
noise,0,-1,-1,0,7,55,False,no,1.1689159870147705,81,
noise,0,-1,-1,0,7,56,False,no,1.0850448608398438,81,
noise,0,-1,-1,0,7,57,True,no,1.2584340572357178,81,
noise,0,-1,-1,0,7,58,True,no,0.641395092010498,81,
noise,0,-1,-1,0,7,59,True,no,0.5692169666290283,81,
signal,0,-1,-1,0,7,60,False,no,1.2150399684906006,81,
signal,0,-1,-1,0,7,61,True,yes,1.3501429557800293,81,
noise,0,-1,-1,0,7,62,True,no,1.2576489448547363,81,
noise,0,-1,-1,0,7,63,True,no,0.623488187789917,81,
signal,0,-1,-1,0,7,64,True,yes,0.7919788360595703,81,
noise,0,-1,-1,0,7,65,True,no,0.7509829998016357,81,
signal,0,-1,-1,0,7,66,True,yes,0.6480751037597656,81,
noise,0,-1,-1,0,7,67,False,no,0.9944489002227783,81,
noise,0,-1,-1,0,7,68,True,no,0.7065939903259277,81,
signal,0,-1,-1,0,7,69,True,yes,1.473634958267212,81,
signal,0,-1,-1,0,7,70,False,yes,0.8710880279541016,81,
noise,0,-1,-1,0,7,71,True,noresponse,None,81,
noise,0,-1,-1,0,7,72,True,no,1.3167829513549805,81,
noise,0,-1,-1,0,7,73,False,no,0.9951901435852051,81,
noise,0,-1,-1,0,7,74,True,no,1.351830005645752,81,
signal,0,-1,-1,0,7,75,False,yes,1.492177963256836,81,
noise,0,-1,-1,0,7,76,True,no,1.844648838043213,81,
signal,0,-1,-1,0,7,77,False,yes,1.2806529998779297,81,
noise,0,-1,-1,0,7,78,False,no,1.729996919631958,81,
signal,0,-1,-1,0,7,79,False,yes,0.8394720554351807,81,
noise,0,0,0,73,8,0,False,yes,1.4824137687683105,81,
noise,0,1,1,55,8,1,True,no,0.7780358791351318,81,
noise,0,2,2,19,8,2,True,no,0.6975750923156738,81,
noise,0,3,3,17,8,3,True,no,0.5511171817779541,81,
signal,0,4,4,22,8,4,True,yes,1.0442049503326416,81,
signal,0,5,5,68,8,5,True,yes,1.5381040573120117,81,
noise,0,6,6,45,8,6,False,no,1.7994468212127686,81,
signal,0,7,7,78,8,7,False,yes,1.685750961303711,81,
signal,0,8,8,28,8,8,True,yes,0.9250080585479736,81,
signal,0,9,9,52,8,9,True,yes,0.8736369609832764,81,
signal,0,10,10,64,8,10,True,yes,0.6565120220184326,81,
noise,0,11,11,41,8,11,False,no,1.1115851402282715,81,
noise,0,12,12,53,8,12,False,no,0.7849619388580322,81,
signal,0,13,13,50,8,13,True,yes,1.050257921218872,81,
noise,0,14,14,69,8,14,True,no,0.7506711483001709,81,
noise,0,15,15,49,8,15,True,no,0.8821079730987549,81,
noise,0,16,16,61,8,16,False,no,0.8072099685668945,81,
noise,0,17,17,59,8,17,False,no,0.8403580188751221,81,
noise,0,18,18,11,8,18,False,no,1.2337870597839355,81,
noise,0,19,19,29,8,19,True,no,0.6642870903015137,81,
noise,0,20,20,43,8,20,True,no,0.7391269207000732,81,
signal,0,21,21,76,8,21,False,yes,1.6507880687713623,81,
noise,0,22,22,3,8,22,True,no,0.8345379829406738,81,
signal,0,23,23,74,8,23,True,yes,0.8792619705200195,81,
signal,0,24,24,24,8,24,True,yes,0.8048179149627686,81,
noise,0,25,25,47,8,25,False,no,1.6476209163665771,81,
noise,0,26,26,25,8,26,False,no,1.8538119792938232,81,
noise,0,27,27,33,8,27,True,no,0.8265957832336426,81,
signal,0,28,28,70,8,28,True,yes,0.8303089141845703,81,
noise,0,29,29,9,8,29,False,no,1.262387990951538,81,
noise,0,30,30,51,8,30,True,no,0.6578319072723389,81,
signal,0,31,31,36,8,31,True,noresponse,None,81,
signal,0,32,32,60,8,32,True,yes,1.0449960231781006,81,
signal,0,33,33,16,8,33,True,yes,1.894550085067749,81,
signal,0,34,34,4,8,34,True,yes,1.5715909004211426,81,
signal,0,35,35,18,8,35,True,yes,0.8104841709136963,81,
noise,0,36,36,23,8,36,False,no,1.0897908210754395,81,
signal,0,37,37,26,8,37,False,yes,0.8709628582000732,81,
noise,0,38,38,21,8,38,True,no,0.8286678791046143,81,
signal,0,39,39,44,8,39,False,yes,0.8694748878479004,81,
signal,0,40,40,10,8,40,True,yes,1.0934779644012451,81,
signal,0,41,41,0,8,41,False,yes,0.9375629425048828,81,
noise,0,42,42,57,8,42,False,no,1.069659948348999,81,
signal,0,43,43,72,8,43,False,yes,0.9786250591278076,81,
noise,0,44,44,13,8,44,True,no,1.3930351734161377,81,
noise,0,45,45,63,8,45,True,no,0.6918377876281738,81,
noise,0,46,46,71,8,46,True,no,0.4973630905151367,81,
noise,0,47,47,15,8,47,False,no,1.5467910766601562,81,
signal,0,48,48,56,8,48,False,yes,1.641922950744629,81,
noise,0,49,49,1,8,49,False,no,1.5981669425964355,81,
signal,0,50,50,12,8,50,True,yes,0.7940940856933594,81,
signal,0,51,51,32,8,51,True,yes,1.5763630867004395,81,
noise,0,52,52,5,8,52,False,no,1.0062501430511475,81,
signal,0,53,53,62,8,53,True,yes,1.0594050884246826,81,
signal,0,54,54,66,8,54,False,yes,1.3036479949951172,81,
noise,0,55,55,31,8,55,True,no,0.8269529342651367,81,
signal,0,56,56,20,8,56,True,yes,0.7850570678710938,81,
noise,0,57,57,39,8,57,False,no,0.8516700267791748,81,
noise,0,58,58,79,8,58,True,no,0.7893869876861572,81,
signal,0,59,59,38,8,59,False,yes,0.8681788444519043,81,
signal,0,60,60,6,8,60,False,yes,1.161329984664917,81,
signal,0,61,61,40,8,61,True,yes,0.8192391395568848,81,
noise,0,62,62,27,8,62,False,no,1.6527559757232666,81,
noise,0,63,63,75,8,63,True,no,1.5842578411102295,81,
signal,0,64,64,48,8,64,False,yes,1.364854097366333,81,
signal,0,65,65,42,8,65,True,yes,0.9129219055175781,81,
noise,0,66,66,37,8,66,True,no,0.692115068435669,81,
noise,0,67,67,67,8,67,False,no,1.191615104675293,81,
signal,0,68,68,30,8,68,False,no,0.924340009689331,81,
noise,0,69,69,7,8,69,False,no,0.9651589393615723,81,
noise,0,70,70,65,8,70,True,no,1.1358511447906494,81,
noise,0,71,71,77,8,71,True,no,0.48907899856567383,81,
noise,0,72,72,35,8,72,True,no,0.8849899768829346,81,
signal,0,73,73,58,8,73,True,yes,0.8421721458435059,81,
signal,0,74,74,34,8,74,True,yes,1.7022650241851807,81,
signal,0,75,75,14,8,75,False,yes,1.0718932151794434,81,
signal,0,76,76,2,8,76,False,yes,1.5098381042480469,81,
signal,0,77,77,54,8,77,True,yes,1.1666760444641113,81,
signal,0,78,78,46,8,78,False,yes,1.2656447887420654,81,
signal,0,79,79,8,8,79,True,yes,0.8227899074554443,81,
