condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,trial,s1_state,response,rt,pair,
noise,0,-1,-1,0,2,53,False,no,1.7140438556671143,81,
signal,0,-1,-1,0,2,54,False,yes,1.8530850410461426,81,
signal,0,-1,-1,0,2,55,False,no,0.6823978424072266,81,
signal,0,-1,-1,0,2,56,True,no,1.060149908065796,81,
noise,0,-1,-1,0,2,57,False,no,1.2963130474090576,81,
signal,0,-1,-1,0,2,58,False,yes,0.8842239379882812,81,
noise,0,-1,-1,0,2,59,False,no,1.9742121696472168,81,
noise,0,-1,-1,0,2,60,True,no,0.8184881210327148,81,
signal,0,-1,-1,0,2,61,True,yes,1.1114099025726318,81,
signal,0,-1,-1,0,2,62,True,yes,1.016144037246704,81,
noise,0,-1,-1,0,2,63,True,no,1.1949830055236816,81,
noise,0,-1,-1,0,2,64,True,no,0.9321920871734619,81,
noise,0,-1,-1,0,2,65,False,no,0.813060998916626,81,
signal,0,-1,-1,0,2,66,True,yes,1.3358449935913086,81,
signal,0,-1,-1,0,2,67,True,yes,0.9090609550476074,81,
signal,0,-1,-1,0,2,68,False,no,0.9572529792785645,81,
noise,0,-1,-1,0,2,69,True,no,0.8482129573822021,81,
noise,0,-1,-1,0,2,70,True,no,1.1263489723205566,81,
noise,0,-1,-1,0,2,71,True,no,0.5743720531463623,81,
noise,0,-1,-1,0,2,72,False,no,0.8541049957275391,81,
noise,0,-1,-1,0,2,73,True,no,1.5221920013427734,81,
signal,0,-1,-1,0,2,74,True,noresponse,None,81,
noise,0,-1,-1,0,2,75,False,no,0.8421390056610107,81,
signal,0,-1,-1,0,2,76,False,yes,0.8781499862670898,81,
noise,0,-1,-1,0,2,77,True,no,1.0136759281158447,81,
noise,0,-1,-1,0,2,78,False,no,1.809473991394043,81,
signal,0,-1,-1,0,2,79,False,yes,0.8085038661956787,81,
noise,0,-1,-1,0,3,0,True,no,0.8095619678497314,81,
signal,0,-1,-1,0,3,1,False,yes,0.9025650024414062,81,
noise,0,-1,-1,0,3,2,False,no,0.718878984451294,81,
noise,0,-1,-1,0,3,3,True,no,0.626859188079834,81,
signal,0,-1,-1,0,3,4,False,yes,1.0064949989318848,81,
signal,0,-1,-1,0,3,5,True,yes,1.744987964630127,81,
signal,0,-1,-1,0,3,6,True,yes,1.0522401332855225,81,
signal,0,-1,-1,0,3,7,True,yes,0.815338134765625,81,
signal,0,-1,-1,0,3,8,False,yes,0.8315930366516113,81,
signal,0,-1,-1,0,3,9,True,yes,0.6932170391082764,81,
signal,0,-1,-1,0,3,10,False,no,1.0185270309448242,81,
noise,0,-1,-1,0,3,11,False,noresponse,None,81,
signal,0,-1,-1,0,3,12,False,yes,1.0700480937957764,81,
noise,0,-1,-1,0,3,13,True,no,0.7654252052307129,81,
signal,0,-1,-1,0,3,14,False,yes,0.9793097972869873,81,
signal,0,-1,-1,0,3,15,True,noresponse,None,81,
noise,0,-1,-1,0,3,16,True,no,0.7671549320220947,81,
noise,0,-1,-1,0,3,17,True,no,0.5771009922027588,81,
noise,0,-1,-1,0,3,18,True,no,0.6131930351257324,81,
signal,0,-1,-1,0,3,19,False,yes,1.528925895690918,81,
noise,0,-1,-1,0,3,20,True,no,0.7851951122283936,81,
noise,0,-1,-1,0,3,21,True,no,0.7250208854675293,81,
noise,0,-1,-1,0,3,22,False,no,0.4762308597564697,81,
noise,0,-1,-1,0,3,23,True,no,0.4933149814605713,81,
noise,0,-1,-1,0,3,24,False,no,0.8561921119689941,81,
signal,0,-1,-1,0,3,25,True,yes,0.884678840637207,81,
signal,0,-1,-1,0,3,26,True,yes,0.9296109676361084,81,
noise,0,-1,-1,0,3,27,True,no,0.7696471214294434,81,
signal,0,-1,-1,0,3,28,True,yes,0.807387113571167,81,
noise,0,-1,-1,0,3,29,False,no,1.0406780242919922,81,
noise,0,-1,-1,0,3,30,True,no,0.7171690464019775,81,
signal,0,-1,-1,0,3,31,False,yes,0.9482879638671875,81,
signal,0,-1,-1,0,3,32,True,yes,0.85955810546875,81,
noise,0,-1,-1,0,3,33,False,no,0.7342491149902344,81,
noise,0,-1,-1,0,3,34,True,no,0.785999059677124,81,
noise,0,-1,-1,0,3,35,True,no,0.6703240871429443,81,
noise,0,-1,-1,0,3,36,False,no,0.8876111507415771,81,
noise,0,-1,-1,0,3,37,False,no,0.8491921424865723,81,
signal,0,-1,-1,0,3,38,True,yes,1.3937711715698242,81,
signal,0,-1,-1,0,3,39,False,yes,0.761544942855835,81,
noise,0,-1,-1,0,3,40,True,no,0.939079999923706,81,
signal,0,-1,-1,0,3,41,True,yes,0.7699129581451416,81,
signal,0,-1,-1,0,3,42,True,yes,1.6041738986968994,81,
signal,0,-1,-1,0,3,43,True,yes,0.6779880523681641,81,
noise,0,-1,-1,0,3,44,True,no,0.6704049110412598,81,
signal,0,-1,-1,0,3,45,False,yes,1.5974302291870117,81,
signal,0,-1,-1,0,3,46,False,yes,0.8563189506530762,81,
noise,0,-1,-1,0,3,47,True,no,0.8267879486083984,81,
noise,0,-1,-1,0,3,48,False,no,1.3236207962036133,81,
signal,0,-1,-1,0,3,49,False,yes,1.044909954071045,81,
signal,0,-1,-1,0,3,50,True,noresponse,None,81,
signal,0,-1,-1,0,3,51,True,yes,0.7979409694671631,81,
noise,0,-1,-1,0,3,52,False,no,1.037179946899414,81,
signal,0,-1,-1,0,3,53,False,yes,2.0596261024475098,81,
noise,0,-1,-1,0,3,54,False,no,0.7535190582275391,81,
signal,0,-1,-1,0,3,55,False,no,0.9894461631774902,81,
noise,0,-1,-1,0,3,56,True,no,1.8231868743896484,81,
signal,0,-1,-1,0,3,57,True,yes,1.181062936782837,81,
signal,0,-1,-1,0,3,58,True,yes,1.0274040699005127,81,
signal,0,-1,-1,0,3,59,False,yes,0.9298369884490967,81,
signal,0,-1,-1,0,3,60,False,yes,0.7903668880462646,81,
noise,0,-1,-1,0,3,61,False,no,0.9019138813018799,81,
signal,0,-1,-1,0,3,62,False,yes,0.8368198871612549,81,
signal,0,-1,-1,0,3,63,True,yes,1.1425938606262207,81,
noise,0,-1,-1,0,3,64,True,no,0.736778974533081,81,
noise,0,-1,-1,0,3,65,False,no,0.6559808254241943,81,
signal,0,-1,-1,0,3,66,True,noresponse,None,81,
signal,0,-1,-1,0,3,67,False,yes,1.208631992340088,81,
noise,0,-1,-1,0,3,68,False,no,1.8070721626281738,81,
signal,0,-1,-1,0,3,69,True,yes,0.8725438117980957,81,
noise,0,-1,-1,0,3,70,True,no,0.7489371299743652,81,
noise,0,-1,-1,0,3,71,True,no,0.7183270454406738,81,
noise,0,-1,-1,0,3,72,True,no,1.634464979171753,81,
noise,0,-1,-1,0,3,73,False,no,0.6142549514770508,81,
noise,0,-1,-1,0,3,74,False,no,0.7667391300201416,81,
noise,0,-1,-1,0,3,75,True,no,0.6075479984283447,81,
signal,0,-1,-1,0,3,76,False,no,0.7445569038391113,81,
noise,0,-1,-1,0,3,77,True,no,0.9011590480804443,81,
signal,0,-1,-1,0,3,78,False,yes,1.158066987991333,81,
noise,0,-1,-1,0,3,79,False,no,0.6538159847259521,81,
noise,0,-1,-1,0,4,0,True,no,0.9873771667480469,81,
noise,0,-1,-1,0,4,1,True,no,0.6586840152740479,81,
noise,0,-1,-1,0,4,2,True,no,0.5596680641174316,81,
signal,0,-1,-1,0,4,3,True,noresponse,None,81,
noise,0,-1,-1,0,4,4,True,no,0.5936050415039062,81,
signal,0,-1,-1,0,4,5,True,yes,1.185288906097412,81,
signal,0,-1,-1,0,4,6,True,yes,1.4922511577606201,81,
noise,0,-1,-1,0,4,7,True,no,0.9130401611328125,81,
signal,0,-1,-1,0,4,8,True,yes,1.3710620403289795,81,
noise,0,-1,-1,0,4,9,True,no,0.7566111087799072,81,
signal,0,-1,-1,0,4,10,True,no,1.5337951183319092,81,
noise,0,-1,-1,0,4,11,False,no,1.01236891746521,81,
signal,0,-1,-1,0,4,12,True,yes,0.8247430324554443,81,
noise,0,-1,-1,0,4,13,True,no,0.8592309951782227,81,
signal,0,-1,-1,0,4,14,True,yes,0.8687379360198975,81,
noise,0,-1,-1,0,4,15,True,no,0.7244210243225098,81,
noise,0,-1,-1,0,4,16,True,no,0.6683077812194824,81,
signal,0,-1,-1,0,4,17,True,yes,0.6855120658874512,81,
signal,0,-1,-1,0,4,18,False,yes,0.9330918788909912,81,
noise,0,-1,-1,0,4,19,True,no,0.6444399356842041,81,
noise,0,-1,-1,0,4,20,False,no,0.8353619575500488,81,
signal,0,-1,-1,0,4,21,False,yes,1.7977001667022705,81,
signal,0,-1,-1,0,4,22,True,yes,0.851032018661499,81,
signal,0,-1,-1,0,4,23,False,no,0.9316120147705078,81,
signal,0,-1,-1,0,4,24,False,no,0.9571120738983154,81,
noise,0,-1,-1,0,4,25,False,no,1.2817158699035645,81,
noise,0,-1,-1,0,4,26,True,no,0.6767358779907227,81,
noise,0,-1,-1,0,4,27,True,no,0.574786901473999,81,
noise,0,-1,-1,0,4,28,True,no,0.522831916809082,81,
signal,0,-1,-1,0,4,29,True,yes,0.8204669952392578,81,
signal,0,-1,-1,0,4,30,False,no,1.1120519638061523,81,
signal,0,-1,-1,0,4,31,True,yes,1.5457301139831543,81,
signal,0,-1,-1,0,4,32,True,yes,0.9068050384521484,81,
noise,0,-1,-1,0,4,33,True,noresponse,None,81,
noise,0,-1,-1,0,4,34,True,no,0.7553179264068604,81,
signal,0,-1,-1,0,4,35,True,yes,0.9420061111450195,81,
noise,0,-1,-1,0,4,36,False,no,0.8872559070587158,81,
noise,0,-1,-1,0,4,37,False,no,0.8320250511169434,81,
signal,0,-1,-1,0,4,38,False,yes,0.9693560600280762,81,
signal,0,-1,-1,0,4,39,False,yes,0.976686954498291,81,
noise,0,-1,-1,0,4,40,False,no,0.9963340759277344,81,
noise,0,-1,-1,0,4,41,False,no,0.8298580646514893,81,
noise,0,-1,-1,0,4,42,True,no,0.7322280406951904,81,
signal,0,-1,-1,0,4,43,True,yes,0.923468828201294,81,
signal,0,-1,-1,0,4,44,True,yes,0.7661972045898438,81,
noise,0,-1,-1,0,4,45,False,no,0.6704277992248535,81,
signal,0,-1,-1,0,4,46,True,no,1.2753708362579346,81,
signal,0,-1,-1,0,4,47,False,yes,1.6727268695831299,81,
noise,0,-1,-1,0,4,48,True,no,1.3142180442810059,81,
signal,0,-1,-1,0,4,49,False,no,0.5678350925445557,81,
noise,0,-1,-1,0,4,50,False,no,1.1534230709075928,81,
noise,0,-1,-1,0,4,51,False,no,0.6223349571228027,81,
noise,0,-1,-1,0,4,52,False,yes,1.3965749740600586,81,
noise,0,-1,-1,0,4,53,True,no,0.7191729545593262,81,
signal,0,-1,-1,0,4,54,True,yes,0.9254641532897949,81,
signal,0,-1,-1,0,4,55,False,no,0.9009709358215332,81,
signal,0,-1,-1,0,4,56,True,yes,1.3823981285095215,81,
signal,0,-1,-1,0,4,57,True,yes,0.781076192855835,81,
signal,0,-1,-1,0,4,58,True,yes,1.0024311542510986,81,
signal,0,-1,-1,0,4,59,True,yes,0.7929279804229736,81,
noise,0,-1,-1,0,4,60,True,no,1.2253608703613281,81,
signal,0,-1,-1,0,4,61,True,yes,0.7447221279144287,81,
noise,0,-1,-1,0,4,62,True,no,0.9657931327819824,81,
signal,0,-1,-1,0,4,63,True,yes,0.8781120777130127,81,
signal,0,-1,-1,0,4,64,True,yes,1.018218994140625,81,
noise,0,-1,-1,0,4,65,False,no,1.1996819972991943,81,
noise,0,-1,-1,0,4,66,False,no,0.8175129890441895,81,
signal,0,-1,-1,0,4,67,True,yes,1.1741979122161865,81,
noise,0,-1,-1,0,4,68,True,no,1.911417007446289,81,
signal,0,-1,-1,0,4,69,False,no,0.8858919143676758,81,
noise,0,-1,-1,0,4,70,False,no,0.9395270347595215,81,
noise,0,-1,-1,0,4,71,False,no,0.9658000469207764,81,
signal,0,-1,-1,0,4,72,True,yes,1.0776278972625732,81,
noise,0,-1,-1,0,4,73,True,noresponse,None,81,
noise,0,-1,-1,0,4,74,True,no,1.1062531471252441,81,
noise,0,-1,-1,0,4,75,False,no,1.2110321521759033,81,
signal,0,-1,-1,0,4,76,True,no,2.2035279273986816,81,
signal,0,-1,-1,0,4,77,True,yes,0.8439619541168213,81,
signal,0,-1,-1,0,4,78,False,no,0.5930209159851074,81,
noise,0,-1,-1,0,4,79,True,no,0.48739004135131836,81,
signal,0,-1,-1,0,5,0,True,yes,1.210679054260254,81,
noise,0,-1,-1,0,5,1,False,no,1.2890679836273193,81,
noise,0,-1,-1,0,5,2,False,yes,1.0228710174560547,81,
noise,0,-1,-1,0,5,3,True,no,0.6767940521240234,81,
signal,0,-1,-1,0,5,4,False,no,1.3019778728485107,81,
signal,0,-1,-1,0,5,5,False,yes,0.6585979461669922,81,
noise,0,-1,-1,0,5,6,True,no,0.7037451267242432,81,
signal,0,-1,-1,0,5,7,False,yes,1.5272459983825684,81,
noise,0,-1,-1,0,5,8,True,no,2.2377490997314453,81,
signal,0,-1,-1,0,5,9,True,yes,0.8620119094848633,81,
noise,0,-1,-1,0,5,10,False,no,1.3997609615325928,81,
signal,0,-1,-1,0,5,11,False,yes,0.73443603515625,81,
noise,0,-1,-1,0,5,12,False,no,1.2807340621948242,81,
noise,0,-1,-1,0,5,13,False,no,1.5377349853515625,81,
signal,0,-1,-1,0,5,14,True,yes,0.6990189552307129,81,
noise,0,-1,-1,0,5,15,False,no,1.0261900424957275,81,
signal,0,-1,-1,0,5,16,True,yes,0.6764919757843018,81,
signal,0,-1,-1,0,5,17,True,yes,1.0192301273345947,81,
noise,0,-1,-1,0,5,18,False,no,1.5252702236175537,81,
noise,0,-1,-1,0,5,19,True,no,1.1520378589630127,81,
signal,0,-1,-1,0,5,20,True,yes,0.7028670310974121,81,
signal,0,-1,-1,0,5,21,False,yes,1.0103600025177002,81,
noise,0,-1,-1,0,5,22,False,no,0.9516029357910156,81,
noise,0,-1,-1,0,5,23,False,no,0.8518381118774414,81,
signal,0,-1,-1,0,5,24,True,yes,0.7370049953460693,81,
signal,0,-1,-1,0,5,25,False,no,0.9004220962524414,81,
signal,0,-1,-1,0,5,26,True,yes,0.7900381088256836,81,
noise,0,-1,-1,0,5,27,False,no,1.80063796043396,81,
noise,0,-1,-1,0,5,28,False,no,0.7630491256713867,81,
noise,0,-1,-1,0,5,29,True,no,0.7611539363861084,81,
noise,0,-1,-1,0,5,30,True,no,0.9951760768890381,81,
signal,0,-1,-1,0,5,31,False,yes,1.035055160522461,81,
noise,0,-1,-1,0,5,32,True,noresponse,None,81,
signal,0,-1,-1,0,5,33,False,no,0.9767382144927979,81,
signal,0,-1,-1,0,5,34,True,yes,0.6649808883666992,81,
noise,0,-1,-1,0,5,35,False,no,0.7601971626281738,81,
noise,0,-1,-1,0,5,36,True,no,0.7318100929260254,81,
signal,0,-1,-1,0,5,37,False,yes,1.00639009475708,81,
noise,0,-1,-1,0,5,38,True,no,0.6223320960998535,81,
noise,0,-1,-1,0,5,39,False,no,1.7817919254302979,81,
noise,0,-1,-1,0,5,40,False,no,1.5468339920043945,81,
noise,0,-1,-1,0,5,41,True,no,0.77457594871521,81,
signal,0,-1,-1,0,5,42,False,yes,0.7737128734588623,81,
signal,0,-1,-1,0,5,43,False,yes,0.8352999687194824,81,
signal,0,-1,-1,0,5,44,True,yes,0.8207371234893799,81,
signal,0,-1,-1,0,5,45,True,yes,0.7547929286956787,81,
noise,0,-1,-1,0,5,46,False,no,1.5186409950256348,81,
noise,0,-1,-1,0,5,47,True,noresponse,None,81,
signal,0,-1,-1,0,5,48,True,noresponse,None,81,
signal,0,-1,-1,0,5,49,True,yes,1.0219659805297852,81,
noise,0,-1,-1,0,5,50,False,no,0.8309359550476074,81,
noise,0,-1,-1,0,5,51,True,no,0.8823730945587158,81,
noise,0,-1,-1,0,5,52,False,no,0.9592399597167969,81,
noise,0,-1,-1,0,5,53,False,no,1.4556260108947754,81,
signal,0,-1,-1,0,5,54,False,yes,1.185124158859253,81,
noise,0,-1,-1,0,5,55,False,no,1.0772380828857422,81,
signal,0,-1,-1,0,5,56,True,yes,0.7607250213623047,81,
noise,0,-1,-1,0,5,57,False,no,0.9529550075531006,81,
signal,0,-1,-1,0,5,58,False,yes,1.1120209693908691,81,
signal,0,-1,-1,0,5,59,False,yes,0.6538209915161133,81,
signal,0,-1,-1,0,5,60,True,yes,0.7900831699371338,81,
signal,0,-1,-1,0,5,61,False,yes,0.7611329555511475,81,
signal,0,-1,-1,0,5,62,True,yes,1.7342069149017334,81,
signal,0,-1,-1,0,5,63,True,yes,0.689399003982544,81,
noise,0,-1,-1,0,5,64,True,no,0.9470930099487305,81,
noise,0,-1,-1,0,5,65,True,noresponse,None,81,
noise,0,-1,-1,0,5,66,False,no,1.2960219383239746,81,
signal,0,-1,-1,0,5,67,False,no,1.0521619319915771,81,
signal,0,-1,-1,0,5,68,False,yes,0.7537951469421387,81,
noise,0,-1,-1,0,5,69,False,no,1.1027591228485107,81,
signal,0,-1,-1,0,5,70,False,yes,0.8040299415588379,81,
signal,0,-1,-1,0,5,71,False,yes,0.7822630405426025,81,
noise,0,-1,-1,0,5,72,True,yes,0.9142439365386963,81,
noise,0,-1,-1,0,5,73,False,no,1.1915788650512695,81,
noise,0,-1,-1,0,5,74,True,no,0.8674111366271973,81,
noise,0,-1,-1,0,5,75,True,no,1.153120994567871,81,
signal,0,-1,-1,0,5,76,True,yes,0.7564120292663574,81,
signal,0,-1,-1,0,5,77,False,yes,1.3271889686584473,81,
signal,0,-1,-1,0,5,78,False,yes,1.0031538009643555,81,
signal,0,-1,-1,0,5,79,True,yes,1.687532901763916,81,
signal,0,-1,-1,0,6,0,False,no,1.3842840194702148,81,
signal,0,-1,-1,0,6,1,True,yes,1.4707698822021484,81,
signal,0,-1,-1,0,6,2,False,yes,0.6811201572418213,81,
noise,0,-1,-1,0,6,3,False,no,1.4642820358276367,81,
signal,0,-1,-1,0,6,4,True,noresponse,None,81,
signal,0,-1,-1,0,6,5,False,yes,0.937406063079834,81,
noise,0,-1,-1,0,6,6,False,no,1.2713909149169922,81,
signal,0,-1,-1,0,6,7,False,yes,0.6557929515838623,81,
signal,0,-1,-1,0,6,8,True,yes,1.2142829895019531,81,
noise,0,-1,-1,0,6,9,False,no,1.2347431182861328,81,
signal,0,-1,-1,0,6,10,False,yes,1.864258050918579,81,
noise,0,-1,-1,0,6,11,True,no,0.6585390567779541,81,
noise,0,-1,-1,0,6,12,True,no,0.8026459217071533,81,
noise,0,-1,-1,0,6,13,False,no,1.4899921417236328,81,
noise,0,-1,-1,0,6,14,False,no,0.9789769649505615,81,
signal,0,-1,-1,0,6,15,True,no,0.8592801094055176,81,
noise,0,-1,-1,0,6,16,False,no,0.7643558979034424,81,
noise,0,-1,-1,0,6,17,False,no,0.9646849632263184,81,
noise,0,-1,-1,0,6,18,True,no,0.6888909339904785,81,
