condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,trial,totalTrials,s1_state,s2_state,response,rt,pair,
noise,0,-1,-1,0,1,42,42,0,1,no,0.8507199287414551,2,
noise,0,-1,-1,0,1,43,43,0,1,no,1.000838041305542,2,
noise,0,-1,-1,0,1,44,44,0,1,no,0.9507970809936523,2,
signal,0,-1,-1,0,1,45,45,1,0,yes,1.1677000522613525,2,
noise,0,-1,-1,0,1,46,46,0,1,no,1.2845470905303955,2,
noise,0,-1,-1,0,1,47,47,1,0,no,0.7340059280395508,2,
signal,0,-1,-1,0,1,48,48,0,1,yes,0.8340270519256592,2,
noise,0,-1,-1,0,1,49,49,0,1,no,0.9341180324554443,2,
signal,0,-1,-1,0,1,50,50,0,1,yes,0.754235029220581,2,
signal,0,-1,-1,0,1,51,51,0,1,yes,0.7041440010070801,2,
signal,0,-1,-1,0,1,52,52,0,1,yes,0.650432825088501,2,
noise,0,-1,-1,0,1,53,53,1,0,no,0.9342749118804932,2,
signal,0,-1,-1,0,1,54,54,1,0,yes,0.8672778606414795,2,
noise,0,-1,-1,0,1,55,55,0,1,no,1.0009760856628418,2,
noise,0,-1,-1,0,1,56,56,0,1,no,0.8340179920196533,2,
signal,0,-1,-1,0,1,57,57,0,1,yes,0.7338402271270752,2,
signal,0,-1,-1,0,1,58,58,0,1,yes,0.7207841873168945,2,
noise,0,-1,-1,0,1,59,59,0,1,no,0.7673530578613281,2,
signal,0,-1,-1,0,1,60,60,1,0,yes,1.3678858280181885,2,
signal,0,-1,-1,0,1,61,61,1,0,no,1.104506015777588,2,
signal,0,-1,-1,0,1,62,62,0,1,yes,0.7506771087646484,2,
signal,0,-1,-1,0,1,63,63,1,0,yes,1.0547029972076416,2,
signal,0,-1,-1,0,1,64,64,1,0,yes,1.317626953125,2,
signal,0,-1,-1,0,1,65,65,0,1,yes,0.8173589706420898,2,
signal,0,-1,-1,0,1,66,66,1,0,yes,0.9174959659576416,2,
noise,0,-1,-1,0,1,67,67,0,1,no,0.8842310905456543,2,
noise,0,-1,-1,0,1,68,68,1,0,no,0.9676470756530762,2,
noise,0,-1,-1,0,1,69,69,0,1,no,0.7710449695587158,2,
signal,0,-1,-1,0,1,70,70,0,1,yes,0.7171778678894043,2,
signal,0,-1,-1,0,1,71,71,1,0,yes,0.8841159343719482,2,
signal,0,-1,-1,0,1,72,72,1,0,no,0.5003421306610107,2,
noise,0,-1,-1,0,1,73,73,1,0,no,0.9841840267181396,2,
noise,0,-1,-1,0,1,74,74,1,0,no,0.6672470569610596,2,
noise,0,-1,-1,0,1,75,75,0,1,no,0.8842568397521973,2,
noise,0,-1,-1,0,1,76,76,0,1,no,0.9508509635925293,2,
noise,0,-1,-1,0,1,77,77,0,1,no,1.2343659400939941,2,
noise,0,-1,-1,0,1,78,78,0,1,no,0.9508180618286133,2,
signal,0,-1,-1,0,1,79,79,1,0,no,0.9174768924713135,2,
signal,0,-1,-1,0,1,80,80,0,1,yes,0.7378299236297607,2,
noise,0,-1,-1,0,2,1,81,0,1,no,0.9378929138183594,2,
noise,0,-1,-1,0,2,2,82,0,1,no,1.584669828414917,2,
noise,0,-1,-1,0,2,3,83,1,0,no,0.784156084060669,2,
signal,0,-1,-1,0,2,4,84,0,1,yes,0.76743483543396,2,
signal,0,-1,-1,0,2,5,85,1,0,yes,0.6506268978118896,2,
noise,0,-1,-1,0,2,6,86,1,0,no,0.6038649082183838,2,
signal,0,-1,-1,0,2,7,87,0,1,yes,0.8841490745544434,2,
noise,0,-1,-1,0,2,8,88,0,1,no,0.7173371315002441,2,
noise,0,-1,-1,0,2,9,89,0,1,no,0.7506551742553711,2,
noise,0,-1,-1,0,2,10,90,0,1,no,0.683955192565918,2,
noise,0,-1,-1,0,2,11,91,1,0,no,0.8675611019134521,2,
signal,0,-1,-1,0,2,12,92,0,1,yes,0.7545721530914307,2,
signal,0,-1,-1,0,2,13,93,0,1,yes,0.867340087890625,2,
signal,0,-1,-1,0,2,14,94,1,0,yes,1.4845740795135498,2,
noise,0,-1,-1,0,2,15,95,0,1,no,0.8877599239349365,2,
signal,0,-1,-1,0,2,16,96,0,1,yes,0.7005031108856201,2,
signal,0,-1,-1,0,2,17,97,0,1,yes,0.5706799030303955,2,
noise,0,-1,-1,0,2,18,98,0,1,no,0.8841209411621094,2,
signal,0,-1,-1,0,2,19,99,1,0,yes,1.3177390098571777,2,
signal,0,-1,-1,0,2,20,100,0,1,yes,0.7045249938964844,2,
signal,0,-1,-1,0,2,21,101,0,1,yes,0.9840798377990723,2,
noise,0,-1,-1,0,2,22,102,1,0,no,0.7007949352264404,2,
signal,0,-1,-1,0,2,23,103,0,1,yes,0.7172818183898926,2,
noise,0,-1,-1,0,2,24,104,0,1,no,0.7339489459991455,2,
noise,0,-1,-1,0,2,25,105,1,0,no,0.5709719657897949,2,
noise,0,-1,-1,0,2,26,106,1,0,no,0.7673590183258057,2,
noise,0,-1,-1,0,2,27,107,0,1,no,0.6877028942108154,2,
signal,0,-1,-1,0,2,28,108,1,0,yes,1.0174999237060547,2,
noise,0,-1,-1,0,2,29,109,0,1,no,0.7007710933685303,2,
signal,0,-1,-1,0,2,30,110,1,0,no,0.787912130355835,2,
noise,0,-1,-1,0,2,31,111,0,1,no,0.787635087966919,2,
signal,0,-1,-1,0,2,32,112,0,1,yes,0.8172628879547119,2,
signal,0,-1,-1,0,2,33,113,0,1,yes,1.184211015701294,2,
noise,0,-1,-1,0,2,34,114,0,1,no,0.6672399044036865,2,
noise,0,-1,-1,0,2,35,115,0,1,no,1.0509178638458252,2,
noise,0,-1,-1,0,2,36,116,1,0,no,0.7709910869598389,2,
signal,0,-1,-1,0,2,37,117,0,1,yes,0.6839189529418945,2,
signal,0,-1,-1,0,2,38,118,1,0,yes,0.917417049407959,2,
noise,0,-1,-1,0,2,39,119,1,0,no,0.8507590293884277,2,
noise,0,-1,-1,0,2,40,120,1,0,no,0.5337750911712646,2,
signal,0,-1,-1,0,2,41,121,0,1,yes,0.734046220779419,2,
signal,0,-1,-1,0,2,42,122,1,0,yes,1.1510121822357178,2,
signal,0,-1,-1,0,2,43,123,1,0,yes,0.9673891067504883,2,
noise,0,-1,-1,0,2,44,124,1,0,no,0.5208969116210938,2,
noise,0,-1,-1,0,2,45,125,0,1,no,0.7674810886383057,2,
noise,0,-1,-1,0,2,46,126,1,0,no,0.6173069477081299,2,
noise,0,-1,-1,0,2,47,127,0,1,no,0.7007319927215576,2,
noise,0,-1,-1,0,2,48,128,0,1,no,0.7339439392089844,2,
signal,0,-1,-1,0,2,49,129,1,0,no,0.5708720684051514,2,
signal,0,-1,-1,0,2,50,130,0,1,yes,0.6839559078216553,2,
signal,0,-1,-1,0,2,51,131,0,1,yes,0.7004990577697754,2,
signal,0,-1,-1,0,2,52,132,1,0,no,0.8340561389923096,2,
signal,0,-1,-1,0,2,53,133,1,0,yes,0.8005750179290771,2,
signal,0,-1,-1,0,2,54,134,0,1,yes,0.66727614402771,2,
noise,0,-1,-1,0,2,55,135,1,0,no,0.8008198738098145,2,
signal,0,-1,-1,0,2,56,136,0,1,yes,0.767388105392456,2,
noise,0,-1,-1,0,2,57,137,1,0,no,0.8709321022033691,2,
noise,0,-1,-1,0,2,58,138,1,0,no,0.6672611236572266,2,
signal,0,-1,-1,0,2,59,139,1,0,yes,0.7672388553619385,2,
noise,0,-1,-1,0,2,60,140,0,1,no,0.7675111293792725,2,
signal,0,-1,-1,0,2,61,141,0,1,yes,0.7004899978637695,2,
noise,0,-1,-1,0,2,62,142,0,1,no,0.7673349380493164,2,
noise,0,-1,-1,0,2,63,143,0,1,no,0.6172430515289307,2,
noise,0,-1,-1,0,2,64,144,1,0,no,0.9843099117279053,2,
noise,0,-1,-1,0,2,65,145,0,1,no,0.8544340133666992,2,
noise,0,-1,-1,0,2,66,146,1,0,no,0.4541759490966797,2,
signal,0,-1,-1,0,2,67,147,1,0,yes,0.483659029006958,2,
noise,0,-1,-1,0,2,68,148,0,1,no,0.7878530025482178,2,
signal,0,-1,-1,0,2,69,149,0,1,yes,0.9006540775299072,2,
noise,0,-1,-1,0,2,70,150,0,1,no,0.7172949314117432,2,
signal,0,-1,-1,0,2,71,151,0,1,yes,1.1675150394439697,2,
noise,0,-1,-1,0,2,72,152,1,0,no,1.1010959148406982,2,
signal,0,-1,-1,0,2,73,153,0,1,yes,0.6506431102752686,2,
noise,0,-1,-1,0,2,74,154,0,1,no,0.7044439315795898,2,
signal,0,-1,-1,0,2,75,155,1,0,noresponse,0,2,
signal,0,-1,-1,0,2,76,156,1,0,yes,1.0675780773162842,2,
signal,0,-1,-1,0,2,77,157,1,0,yes,0.9006431102752686,2,
signal,0,-1,-1,0,2,78,158,1,0,yes,1.0674419403076172,2,
signal,0,-1,-1,0,2,79,159,0,1,yes,0.7506699562072754,2,
signal,0,-1,-1,0,2,80,160,0,1,yes,0.7505278587341309,2,
