condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,trial,totalTrials,s1_state,s2_state,response,rt,pair,
noise,0,-1,-1,0,1,31,31,1,0,no,0.8625979423522949,2,
noise,0,-1,-1,0,1,32,32,1,0,no,0.6585719585418701,2,
noise,0,-1,-1,0,1,33,33,0,1,no,1.347884178161621,2,
signal,0,-1,-1,0,1,34,34,0,1,yes,0.8080029487609863,2,
signal,0,-1,-1,0,1,35,35,1,0,no,0.5956048965454102,2,
signal,0,-1,-1,0,1,36,36,1,0,no,0.5850100517272949,2,
signal,0,-1,-1,0,1,37,37,1,0,no,0.6517550945281982,2,
noise,0,-1,-1,0,1,38,38,0,1,no,0.9376490116119385,2,
signal,0,-1,-1,0,1,39,39,1,0,no,0.6359691619873047,2,
signal,0,-1,-1,0,1,40,40,0,1,yes,0.7116878032684326,2,
noise,0,-1,-1,0,1,41,41,1,0,no,0.8111810684204102,2,
signal,0,-1,-1,0,1,42,42,0,1,yes,0.9871017932891846,2,
noise,0,-1,-1,0,1,43,43,0,1,yes,0.9287118911743164,2,
signal,0,-1,-1,0,1,44,44,0,1,yes,0.9370989799499512,2,
signal,0,-1,-1,0,1,45,45,0,1,yes,0.9764540195465088,2,
signal,0,-1,-1,0,1,46,46,1,0,no,1.0851781368255615,2,
noise,0,-1,-1,0,1,47,47,0,1,no,1.349280834197998,2,
signal,0,-1,-1,0,1,48,48,1,0,no,0.8801639080047607,2,
signal,0,-1,-1,0,1,49,49,1,0,no,0.6723570823669434,2,
noise,0,-1,-1,0,1,50,50,1,0,no,0.5303270816802979,2,
noise,0,-1,-1,0,1,51,51,1,0,no,0.534066915512085,2,
noise,0,-1,-1,0,1,52,52,0,1,no,1.1214630603790283,2,
signal,0,-1,-1,0,1,53,53,1,0,no,0.5504608154296875,2,
noise,0,-1,-1,0,1,54,54,0,1,no,1.1804330348968506,2,
signal,0,-1,-1,0,1,55,55,0,1,yes,0.9222908020019531,2,
signal,0,-1,-1,0,1,56,56,1,0,no,0.6657669544219971,2,
noise,0,-1,-1,0,1,57,57,1,0,noresponse,None,2,
signal,0,-1,-1,0,1,58,58,0,1,yes,0.6545531749725342,2,
signal,0,-1,-1,0,1,59,59,1,0,no,0.6151058673858643,2,
signal,0,-1,-1,0,1,60,60,1,0,no,0.6577920913696289,2,
noise,0,-1,-1,0,1,61,61,0,1,no,0.7728350162506104,2,
noise,0,-1,-1,0,1,62,62,1,0,no,0.9864871501922607,2,
noise,0,-1,-1,0,1,63,63,0,1,no,1.4246759414672852,2,
noise,0,-1,-1,0,1,64,64,1,0,no,0.736320972442627,2,
noise,0,-1,-1,0,1,65,65,1,0,no,0.7088689804077148,2,
signal,0,-1,-1,0,1,66,66,0,1,yes,0.8917160034179688,2,
signal,0,-1,-1,0,1,67,67,1,0,no,0.48873186111450195,2,
signal,0,-1,-1,0,1,68,68,0,1,yes,0.9208741188049316,2,
noise,0,-1,-1,0,1,69,69,1,0,no,1.049130916595459,2,
signal,0,-1,-1,0,1,70,70,0,1,yes,0.5783469676971436,2,
signal,0,-1,-1,0,1,71,71,1,0,no,0.8709640502929688,2,
noise,0,-1,-1,0,1,72,72,1,0,no,0.9072089195251465,2,
noise,0,-1,-1,0,1,73,73,0,1,no,0.7485730648040771,2,
noise,0,-1,-1,0,1,74,74,0,1,no,0.8510110378265381,2,
signal,0,-1,-1,0,1,75,75,1,0,no,0.4759509563446045,2,
signal,0,-1,-1,0,1,76,76,0,1,yes,0.6450850963592529,2,
signal,0,-1,-1,0,1,77,77,0,1,yes,0.8267860412597656,2,
noise,0,-1,-1,0,1,78,78,0,1,no,1.0511701107025146,2,
signal,0,-1,-1,0,1,79,79,0,1,yes,0.6733188629150391,2,
noise,0,-1,-1,0,1,80,80,1,0,no,0.6747798919677734,2,
signal,0,0,0,18,2,1,81,0,1,yes,0.8481431007385254,2,
noise,0,1,1,7,2,2,82,1,0,no,0.8617739677429199,2,
signal,0,2,2,10,2,3,83,1,0,no,1.1514999866485596,2,
noise,0,3,3,27,2,4,84,0,1,no,0.7722377777099609,2,
signal,0,4,4,22,2,5,85,1,0,no,0.6162989139556885,2,
signal,0,5,5,28,2,6,86,1,0,no,0.9030840396881104,2,
signal,0,6,6,42,2,7,87,0,1,yes,0.8046181201934814,2,
noise,0,7,7,21,2,8,88,0,1,no,0.8858299255371094,2,
noise,0,8,8,31,2,9,89,0,1,no,0.8085029125213623,2,
signal,0,9,9,20,2,10,90,1,0,no,0.6300690174102783,2,
noise,0,10,10,13,2,11,91,0,1,no,0.8346729278564453,2,
noise,0,11,11,35,2,12,92,1,0,no,0.49637699127197266,2,
signal,0,12,12,38,2,13,93,1,0,no,1.7968900203704834,2,
signal,0,13,13,24,2,14,94,1,0,no,0.911902904510498,2,
noise,0,14,14,3,2,15,95,1,0,no,0.7285280227661133,2,
noise,0,15,15,41,2,16,96,0,1,no,0.9990010261535645,2,
noise,0,16,16,25,2,17,97,1,0,no,0.5785269737243652,2,
noise,0,17,17,9,2,18,98,0,1,no,0.7016110420227051,2,
signal,0,18,18,74,2,19,99,0,1,yes,0.8771011829376221,2,
noise,0,19,19,11,2,20,100,0,1,no,0.8179152011871338,2,
signal,0,20,20,36,2,21,101,1,0,no,1.8979640007019043,2,
signal,0,21,21,62,2,22,102,1,0,no,0.49370288848876953,2,
noise,0,22,22,55,2,23,103,1,0,no,0.5223698616027832,2,
signal,0,23,23,6,2,24,104,1,0,no,0.5703608989715576,2,
signal,0,24,24,56,2,25,105,1,0,no,0.4570639133453369,2,
noise,0,25,25,15,2,26,106,1,0,no,0.6303160190582275,2,
signal,0,26,26,14,2,27,107,0,1,yes,0.6882960796356201,2,
noise,0,27,27,19,2,28,108,1,0,no,0.5406270027160645,2,
noise,0,28,28,53,2,29,109,1,0,no,0.5081560611724854,2,
noise,0,29,29,37,2,30,110,1,0,no,0.434420108795166,2,
noise,0,30,30,5,2,31,111,0,1,no,0.9691038131713867,2,
signal,0,31,31,58,2,32,112,1,0,noresponse,None,2,
signal,0,32,32,68,2,33,113,1,0,no,0.5184171199798584,2,
noise,0,33,33,51,2,34,114,1,0,no,0.6338021755218506,2,
signal,0,34,34,16,2,35,115,1,0,no,0.5945029258728027,2,
signal,0,35,35,76,2,36,116,1,0,no,0.4866011142730713,2,
signal,0,36,36,4,2,37,117,1,0,no,0.566533088684082,2,
signal,0,37,37,40,2,38,118,1,0,no,0.5206131935119629,2,
signal,0,38,38,72,2,39,119,1,0,no,0.49242711067199707,2,
signal,0,39,39,30,2,40,120,1,0,no,0.4643847942352295,2,
noise,0,40,40,61,2,41,121,1,0,no,0.456989049911499,2,
signal,0,41,41,64,2,42,122,0,1,yes,0.8111488819122314,2,
signal,0,42,42,48,2,43,123,1,0,no,0.796504020690918,2,
signal,0,43,43,52,2,44,124,0,1,yes,0.9380030632019043,2,
signal,0,44,44,54,2,45,125,0,1,yes,0.6857199668884277,2,
noise,0,45,45,17,2,46,126,1,0,no,0.4861900806427002,2,
signal,0,46,46,26,2,47,127,1,0,no,0.5679259300231934,2,
signal,0,47,47,2,2,48,128,0,1,yes,0.8222448825836182,2,
noise,0,48,48,23,2,49,129,0,1,no,1.0390739440917969,2,
noise,0,49,49,67,2,50,130,0,1,no,0.8354668617248535,2,
noise,0,50,50,77,2,51,131,1,0,no,0.5189330577850342,2,
noise,0,51,51,39,2,52,132,1,0,no,0.6290500164031982,2,
noise,0,52,52,59,2,53,133,0,1,no,0.7687311172485352,2,
signal,0,53,53,66,2,54,134,1,0,no,0.4358859062194824,2,
noise,0,54,54,33,2,55,135,1,0,no,0.5444760322570801,2,
noise,0,55,55,65,2,56,136,0,1,no,1.1946978569030762,2,
signal,0,56,56,0,2,57,137,1,0,no,0.7403831481933594,2,
noise,0,57,57,75,2,58,138,1,0,no,0.5290122032165527,2,
noise,0,58,58,43,2,59,139,0,1,no,0.8009200096130371,2,
noise,0,59,59,29,2,60,140,0,1,no,0.7373437881469727,2,
noise,0,60,60,49,2,61,141,0,1,no,0.8587589263916016,2,
signal,0,61,61,60,2,62,142,1,0,no,0.578484058380127,2,
noise,0,62,62,63,2,63,143,1,0,no,0.4142270088195801,2,
signal,0,63,63,34,2,64,144,0,1,yes,0.9268369674682617,2,
signal,0,64,64,50,2,65,145,0,1,yes,0.7268610000610352,2,
signal,0,65,65,78,2,66,146,1,0,no,0.8983039855957031,2,
signal,0,66,66,70,2,67,147,1,0,no,0.6257250308990479,2,
noise,0,67,67,47,2,68,148,1,0,no,0.4963219165802002,2,
noise,0,68,68,45,2,69,149,1,0,no,0.4130990505218506,2,
signal,0,69,69,44,2,70,150,0,1,yes,0.975579023361206,2,
noise,0,70,70,79,2,71,151,1,0,no,1.1532268524169922,2,
signal,0,71,71,46,2,72,152,0,1,yes,0.7389030456542969,2,
noise,0,72,72,1,2,73,153,0,1,no,0.8026800155639648,2,
signal,0,73,73,12,2,74,154,0,1,yes,0.8660979270935059,2,
signal,0,74,74,8,2,75,155,0,1,yes,1.0950729846954346,2,
noise,0,75,75,71,2,76,156,1,0,no,0.6597568988800049,2,
noise,0,76,76,69,2,77,157,0,1,no,1.2395999431610107,2,
noise,0,77,77,57,2,78,158,0,1,no,1.0050699710845947,2,
signal,0,78,78,32,2,79,159,1,0,no,0.4552001953125,2,
noise,0,79,79,73,2,80,160,0,1,no,1.0989410877227783,2,
