condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,block,trial,response,pair_id,chamber,threshold,
noise,0,-1,-1,0,2,33,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,34,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,35,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,36,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,37,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,38,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,39,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,40,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,41,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,42,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,43,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,44,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,45,noresponse,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,46,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,47,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,48,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,49,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,50,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,51,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,52,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,53,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,54,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,55,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,56,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,57,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,58,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,59,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,60,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,61,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,62,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,63,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,64,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,65,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,66,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,67,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,68,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,69,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,70,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,71,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,72,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,73,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,74,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,75,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,76,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,77,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,2,78,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,2,79,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,0,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,1,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,2,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,3,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,4,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,5,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,6,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,7,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,8,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,9,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,10,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,11,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,12,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,13,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,14,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,15,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,16,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,17,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,18,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,19,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,20,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,21,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,22,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,23,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,24,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,25,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,26,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,27,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,28,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,29,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,30,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,31,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,32,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,33,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,34,noresponse,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,35,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,36,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,37,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,38,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,39,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,40,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,41,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,42,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,43,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,44,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,45,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,46,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,47,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,48,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,49,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,50,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,51,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,52,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,53,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,54,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,55,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,56,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,57,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,58,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,59,noresponse,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,60,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,61,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,62,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,63,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,64,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,65,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,66,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,67,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,68,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,69,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,70,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,71,noresponse,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,72,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,73,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,74,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,75,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,76,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,77,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,3,78,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,3,79,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,0,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,1,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,2,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,3,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,4,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,5,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,6,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,7,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,8,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,9,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,10,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,11,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,12,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,13,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,14,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,15,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,16,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,17,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,18,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,19,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,20,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,21,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,22,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,23,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,24,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,25,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,26,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,27,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,28,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,29,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,30,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,31,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,32,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,33,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,34,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,35,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,36,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,37,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,38,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,39,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,40,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,41,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,42,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,43,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,44,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,45,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,46,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,47,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,48,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,49,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,50,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,51,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,52,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,53,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,54,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,55,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,56,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,57,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,58,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,59,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,60,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,61,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,62,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,63,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,64,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,65,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,66,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,67,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,68,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,69,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,70,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,71,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,72,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,73,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,74,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,75,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,76,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,77,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,4,78,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,4,79,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,0,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,1,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,2,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,3,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,4,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,5,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,6,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,7,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,8,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,9,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,10,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,11,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,12,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,13,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,14,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,15,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,16,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,17,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,18,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,19,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,20,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,21,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,22,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,23,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,24,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,25,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,26,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,27,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,28,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,29,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,30,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,31,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,32,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,33,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,34,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,35,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,36,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,37,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,38,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,39,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,40,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,41,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,42,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,43,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,44,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,45,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,46,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,47,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,48,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,49,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,50,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,51,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,52,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,53,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,54,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,55,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,56,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,57,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,58,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,59,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,60,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,61,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,62,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,63,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,64,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,65,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,66,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,67,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,68,7,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,69,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,70,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,71,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,72,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,73,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,74,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,75,7,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,76,8,929,2,0.01627791686074479,
noise,0,-1,-1,0,5,77,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,78,8,929,2,0.01627791686074479,
signal,0,-1,-1,0,5,79,8,929,2,0.01627791686074479,
noise,0,0,0,45,6,0,8,929,2,0.01627791686074479,
noise,0,1,1,5,6,1,8,929,2,0.01627791686074479,
signal,0,2,2,54,6,2,8,929,2,0.01627791686074479,
noise,0,3,3,33,6,3,8,929,2,0.01627791686074479,
noise,0,4,4,71,6,4,8,929,2,0.01627791686074479,
noise,0,5,5,9,6,5,8,929,2,0.01627791686074479,
noise,0,6,6,41,6,6,8,929,2,0.01627791686074479,
signal,0,7,7,32,6,7,8,929,2,0.01627791686074479,
noise,0,8,8,11,6,8,8,929,2,0.01627791686074479,
noise,0,9,9,67,6,9,8,929,2,0.01627791686074479,
noise,0,10,10,49,6,10,8,929,2,0.01627791686074479,
signal,0,11,11,60,6,11,8,929,2,0.01627791686074479,
signal,0,12,12,68,6,12,8,929,2,0.01627791686074479,
noise,0,13,13,31,6,13,8,929,2,0.01627791686074479,
noise,0,14,14,37,6,14,8,929,2,0.01627791686074479,
noise,0,15,15,75,6,15,8,929,2,0.01627791686074479,
noise,0,16,16,27,6,16,8,929,2,0.01627791686074479,
noise,0,17,17,7,6,17,8,929,2,0.01627791686074479,
noise,0,18,18,29,6,18,8,929,2,0.01627791686074479,
signal,0,19,19,10,6,19,8,929,2,0.01627791686074479,
noise,0,20,20,17,6,20,8,929,2,0.01627791686074479,
